序号（6位数的ID只可使用9开头）,类型,等级,挂载点类型（1武将，2战器，3战法，4将魂）,额外增加战力,前置条件,是否可封印,触发条件,是否被动技能,是否团队被动(0|非团队 1|团队),范围,覆盖方式,影响属性,刷新时间(0不刷新|其他刷新),持续时间(0一直存在|其他持续n回合),特效名称,特效目标(0|自己 1|对方),特效位置(0|原点 1|前方 2|后方 3|上方 4|下方 5|左方 6|右方),特效方向(0|原点 1|向前 2|向后 3|向上 4|向下 5|向左 6|向右),类型参数(属性值除以1000填写),单挑几率,单挑被杀死,不受减益,异性伤害提升,技能伤害提升,技能减伤,普攻提高,普攻减伤,防御提高,枪兵减伤,骑兵减伤,弓兵减伤,血量增加,速度变化,攻击范围变化（CSVZhanfa）,被动技能触发几率值,护甲,破甲,抗性,破法,铁壁,穿透,大片图片名,小图标名称,技能名称,技能说明
61008,1014,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_ceshi5_tex,大贤,根据自身当前智力值增加将魂值
61009,1007,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang5_tex,好斗,提升自身普通攻击产生的将魂值
61010,1010,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_jiangjun5_tex,招架,提升自身承受伤害产生的将魂值
61011,1011,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_zhijiang5_tex,军心,提升自身消耗士气产生的将魂值
61012,1007,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_jiangjun2_tex,兼备,提升自身普通攻击产生的将魂值，效果弱于好斗
61013,1009,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_ceshi2_tex,诡道,自身造成技能伤害可以产生额外的将魂值
70001,41,8,1,1220,0,0,9001,1,0,1,0,12,0,0,null,0,0,0,24274000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,遗计,"己方武力最高武力部队每秒恢复生命值（恢复血量根据庞统智力计算）,持续12秒"
70002,41,8,1,1220,0,0,9001,1,0,1,0,12,0,0,null,0,0,0,14284000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,遗计,对敌方当前血量最低部队造成[fed655][dmg_param][-]点伤害，实际伤害值受双方智力差距影响
70003,57,1,1,1220,0,0,0,1,0,1,0,0,0,0,null,0,0,0,500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,联军,伤害分摊
70004,41,8,1,1220,0,0,9001,1,0,2,0,12,0,0,null,0,0,0,84121000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,遗计,对己方所有部队造成智力伤害
70005,41,8,1,1220,0,0,9001,1,0,2,0,12,0,0,null,0,0,0,14573000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,遗计,己方全体部队武力值提高[fed655]30%[-]，持续[fed655][duration][-]秒，敌方全体部队受到的普通攻击伤害提升[fed655]30%[-]，基础持续时间[fed655]10[-]秒，实际持续时间受双方智力差距影响
80001,41,8,1,1220,0,0,11001,1,0,2,0,12,0,0,null,0,0,0,14454000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,奇策,每次敌方单位阵亡时，兵力最高的己方部队回复生命值，其数值相当于缔盟鲁肃最大生命值的20%
80002,41,8,1,1220,0,0,10001,1,0,2,0,12,0,0,null,0,0,0,13214000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,奇策,每次己方单位阵亡时，使己方群雄部队中武力最高的部队武力值提高40%，持续4秒（持续时间受将魂被动加成）
80003,41,8,1,1220,0,0,11001,1,0,1,0,12,0,0,null,0,0,0,14514000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,奇策,每次敌方单位阵亡时，己方武力最高部队获得相当于骁勇魏延[fed655]20%[-]最大生命值的护盾，持续[fed655]6[-]秒（持续时间受智力加成），且对距离自身最近的敌方部队造成武力伤害（系数相当于金卡魏延）
80004,41,8,1,1220,0,0,10001,1,0,1,0,12,0,0,null,0,0,0,14524000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,奇策,每次己方单位阵亡时，自身武力值提高[fed655]50%[-]，且每秒回复[fed655]3%[-]的最大生命值，持续[fed655]4[-]秒（持续时间受智力加成）
80005,41,8,1,1220,0,0,13001,1,0,1,0,12,24,1,null,0,0,0,12603000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,NULL,,奇策,普通攻击时，概率性触发自身武力强化10%，持续5秒；同时对血量最低的敌方部队造成基础伤害[fed655][dmg_param1][-]点
80006,41,8,1,1220,0,0,13001,1,0,1,0,12,20,1,null,0,0,0,14584000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,NULL,,奇策,普通攻击时，有几率使己方当前血量最低的部队获得相当于天妒郭嘉[fed655]20%[-]最大生命值的护盾，己方武力最高目标武力值提高[fed655]25%[-]，且受到的普通攻击伤害降低[fed655]30%[-]，持续[fed655][duration][-]秒
80007,41,8,1,1220,0,0,13001,1,0,1,0,12,4,1,null,0,0,0,12694000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,普通攻击时，有几率对兵力最高的敌方部队造成基础[fed655][dmg_param][-]点生命值的武力伤害，实际伤害值受双方武力差距影响
80008,41,8,1,1220,0,0,13001,1,0,1,0,12,13,1,null,0,0,0,43564000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,NULL,,奇策,普通攻击时，有几率召唤玄冰对距离最远的敌方部队造成基础[fed655][dmg_param][-]点生命值的伤害，实际伤害值受双方智力差距影响
80009,41,8,1,1220,0,0,10001,1,0,1,0,12,0,0,null,0,0,0,43074000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,奇策,己方单位阵亡时，对敌方武力最高及其周围部队造成每秒[fed655][dmg_param][-]点伤害，并降低[fed655]20%[-]武力和智力，基础持续时间3秒，实际伤害值受双方智力差距影响
80011,41,8,1,1220,0,0,10001,1,0,1,0,12,0,0,null,0,0,0,42894000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,急智,己方部队每减少一人，自身智力提升[fed655]10%[-]，可叠加
80012,41,8,1,1220,0,0,12001,1,0,1,0,12,0,0,null,0,0,0,42974000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,深谋,战斗开始40秒后，自身智力值提高[fed655]40%[-]，直到战斗结束
80013,41,8,1,1220,0,0,12001,1,0,1,0,12,0,0,null,0,0,0,14684000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,弓阵,己方弓兵部队攻击范围提升[fed655]20%[-]，武力提升[fed655]10%[-]，持续到战斗结束
80014,41,8,1,1220,0,0,12001,1,0,1,0,12,0,0,null,0,0,0,14754000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,恃勇,自身的武力值提升[fed655]35%[-]，受到的普通攻击伤害降低[fed655]20%[-]，进入战场生效
80015,41,8,1,1220,0,0,10001,1,0,1,0,12,0,0,null,0,0,0,14784000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,奇策,己方部队阵亡时，距离最远的己方部队获得相当于临江小乔[fed655]40%[-]最大生命值的护盾，持续[fed655][duration][-]秒
80016,41,8,1,1220,0,0,9001,1,0,1,0,12,0,0,null,0,0,0,14834000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,遗计,阵亡时，自身智力值提高[fed655]150%[-]，持续[fed655][duration][-]秒；同时己方全体群雄部队每秒恢复[fed655][cure_param1][-]点生命值，持续[fed655][duration1][-]秒
80017,41,8,1,1220,0,0,12001,1,0,1,0,12,0,0,null,0,0,0,14874000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,精骑,己方骑兵部队武力值提高[fed655]10%[-]，且每秒恢复[fed655][cure_param][-]点生命值，进入战场后生效
80018,41,8,1,1220,0,0,13001,1,0,1,0,12,11,1,null,0,0,0,14914000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,NULL,,奇策,普通攻击时，有几率使己方全体吴国部队获得[fed655]血痕周泰已损失生命值20%[-]的护盾，同时自身受到的普通攻击伤害降低[fed655]20%[-]，持续[fed655][duration][-]秒
80019,41,8,1,1220,0,0,12001,1,0,1,0,12,0,0,null,0,0,0,14954000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,五禽,开场释放，自身及己方武力最高部队移动速度降低[fed655]50%[-]，武力提升[fed655]10%[-]，自身受到普通攻击伤害降低[fed655]50%[-]，基础持续时间10秒\n\n\n                    [9b9a97]和老夫一起，左手，右手，一个慢~动~作[-]
80020,41,8,1,1220,0,0,13001,1,0,1,0,12,7,1,null,0,0,0,10317000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,愚忠,普通攻击时，有几率对[fed655]全场非魏国部队[-]造成基础[fed655][dmg_param][-]点生命值的武力伤害，实际伤害值受双方武力差距影响
90001,41,8,1,1220,0,0,11001,1,0,1,0,12,0,0,null,0,0,0,12604000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,奇策,敌方部队阵亡时对最近的敌方目标造成最大生命值20%的伤害
90002,61,8,1,1220,0,0,0,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,天命,自身可受到所有国家号令的加成
90003,62,1,1,0,0,0,12001,1,0,1,0,0,0,0,null,0,0,0,89993000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,开场,开场不动一段时间
90004,62,2,1,0,0,0,12001,1,0,1,0,0,0,0,null,0,0,0,89992000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,开场,开场不动一段时间
90005,62,3,1,0,0,0,12001,1,0,17,0,0,0,0,null,0,0,0,89991000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,开场,开场不动一段时间
90006,62,4,1,0,0,0,12001,1,0,17,0,0,0,0,null,0,0,0,89990000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,开场,开场不动一段时间
90007,41,2,1,0,0,0,13001,1,0,17,0,12,12,1,null,0,0,0,14454000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lable_beishui,,普攻,每普攻5秒，触发一次技能，兵力最高的己方部队回复20%生命值
90008,60,11,1,1920,0,0,8111,1,0,17,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,蓄势,每持续不动[fed655]6秒[-]，武力提高[fed655]14%[-]，最高可提高[fed655]98%[-]，一旦移动则清空
90009,62,4,1,0,0,0,12001,1,0,2,0,0,0,0,null,0,0,0,85076000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,开场,开场不动一段时间
90010,41,8,1,1220,0,0,13001,1,0,1,0,12,10,1,null,0,0,0,60002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,NULL,,奇策,普通攻击时有几率使自身周围部队获得自身最大生命值[fed655]1000%[-]的护盾，持续[fed655][duration][-]秒
90011,41,8,1,1220,0,0,13001,1,0,1,0,12,10,1,null,0,0,0,60003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,NULL,,奇策,普通攻击时有几率使自身周围部队每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
90012,41,8,1,1220,0,0,13001,1,0,1,0,12,40,1,null,0,0,0,60004000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,支援,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果，持续[fed655][duration][-]秒
90013,62,4,1,0,0,0,12001,1,0,1,0,0,0,0,null,0,0,0,60005000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,甲胄,自身受到的普通攻击伤害降低[fed655]70%[-]
90014,62,4,1,0,0,0,12001,1,0,1,0,0,0,0,null,0,0,0,60006000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,奇术,自身的普通攻范围提升[fed655]200%[-]
90015,73,8,1,1220,2,0,10001,1,0,1,0,0,0,0,null,0,0,0,60009000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,血祭,敌方单位阵亡时，自身获得最大生命值[fed655]10%[-]的护盾，持续[fed655]10[-]秒
90016,41,8,1,1220,0,0,9001,1,0,2,0,12,0,0,null,0,0,0,60010000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,残暴,自身阵亡时，己方其他部队将会溃败
90017,73,8,1,1220,0,0,13001,1,0,1,0,0,80,1,null,0,0,0,60014000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果
90018,73,8,1,1220,0,0,13001,1,0,1,0,0,80,1,null,0,0,0,60015000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果
90019,73,8,1,1220,0,0,13001,1,0,1,0,0,80,1,null,0,0,0,60016000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果
90020,73,8,1,1220,0,0,13001,1,0,1,0,0,80,1,null,0,0,0,60017000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果
90021,73,8,1,1220,0,0,13001,1,0,1,0,0,80,1,null,0,0,0,60018000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果
90022,73,8,1,1220,0,0,13001,1,0,1,0,0,80,1,null,0,0,0,60019000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果
90023,73,8,1,1220,0,0,13001,1,0,1,0,0,80,1,null,0,0,0,60020000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果
90024,73,8,1,1220,0,0,13001,1,0,1,0,0,80,1,null,0,0,0,60021000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果
90025,73,8,1,1220,0,0,13001,1,0,1,0,0,80,1,null,0,0,0,60022000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果
90026,73,8,1,1220,0,0,13001,1,0,1,0,0,80,1,null,0,0,0,60023000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,NULL,,奇策,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果
90027,41,1,1,0,0,0,0,1,0,1,0,14,0,0,null,0,0,0,200000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破绽,受到的[fed655]武力技能伤害[-]提升
90028,41,1,1,0,0,0,0,1,0,1,0,15,0,0,null,0,0,0,200000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破绽,受到的[fed655]智力技能伤害[-]提升
90029,41,1,1,0,0,0,0,1,0,1,0,17,0,0,null,0,0,0,5000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破绽,受到[fed655]勇将及强袭勇将[-]的伤害提升
90030,41,1,1,0,0,0,0,1,0,1,0,18,0,0,null,0,0,0,2000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破绽,受到[fed655]将军及统帅将军[-]的伤害提升
90031,41,1,1,0,0,0,0,1,0,1,0,19,0,0,null,0,0,0,200000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破绽,受到[fed655]智将及鬼才智将[-]的伤害提升
90032,41,1,1,0,0,0,0,1,0,1,0,20,0,0,null,0,0,0,2000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,破绽,受到[fed655]策士及天命策士[-]的伤害提升
90033,62,4,1,0,0,0,12001,1,0,2,0,0,0,0,null,0,0,0,60025000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,召唤,在自身周围召唤三座箭塔协助作战
90034,62,4,1,0,0,0,12001,1,0,2,0,0,0,0,null,0,0,0,60026000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,召唤,在自身周围召唤三只虎车协助作战
90035,62,4,1,0,0,0,12001,1,0,2,0,0,0,0,null,0,0,0,60027000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,召唤,在自身周围召唤三座箭塔协助作战
90036,62,4,1,0,0,0,12001,1,0,2,0,0,0,0,null,0,0,0,60028000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,召唤,在自身周围召唤三只虎车协助作战
90037,62,4,1,0,0,0,12001,1,0,2,0,0,0,0,null,0,0,0,60032000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,力竭,开始战斗后一段时间，受到的伤害提升
91001,11015,1,2,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,词条1,武力：绝对值增加低/高档中的一个随机值（精度0.1%）
91002,11016,1,2,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,词条2,智力：绝对值增加低/高档中的一个随机值（精度0.1%）
91003,11017,1,2,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,词条3,兵力：绝对值增加低/高档中的一个随机值（精度0.1%）
91004,1015,1,2,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,词条4,武力：百分比增加低/高档中的一个随机值（精度0.1%）
91005,1016,1,2,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,词条5,智力：百分比增加低/高档中的一个随机值（精度0.1%）
91006,1017,1,2,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,词条6,兵力：百分比增加低/高档中的一个随机值（精度0.1%）
91007,1018,1,1,0,0,0,12001,1,0,1,0,0,0,0,null,0,0,0,99992000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,词条7,开场获得最大生命值X的护盾，持续5秒（一次）（精度1%）
91008,1019,1,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,99991000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,词条8,死亡获得一个最大生命值X的护盾，持续20秒（一次）（精度1%）
91009,1020,1,1,0,0,0,13001,1,0,2,0,0,12,1,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lable_beishui,,词条9,普通攻击时有几率造成目标最大生命值X的附加伤害，对工坊和召唤物效果翻倍（精度0.1%）
91010,1021,1,1,0,0,0,13001,1,0,2,0,0,12,1,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lable_beishui,,词条10,普通攻击时有几率回复X的生命值（精度0.1%）
91011,1022,1,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_beishui,,词条11,使自身范围型技能的判定范围提高X（精度1%）
92101,11015,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,主属性,武力加成
92102,11016,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,主属性,智力加成
92103,11017,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,主属性,兵力加成
92104,11023,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,主属性,全属性加成
92105,1015,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,主属性,武力增加
92106,1016,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,主属性,智力增加
92107,1017,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,主属性,兵力增加
92108,1023,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,主属性,全属性增加
92109,10069,-1,1,0,0,0,0,1,0,3,0,2,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,主属性,移速增加
92110,10069,-1,1,0,0,0,0,1,0,3,0,2,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,主属性,移速降低
92201,11015,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,武力加成
92202,11016,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,智力加成
92203,11017,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,兵力加成
92204,11023,-1,1,0,0,0,0,1,0,14,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,魏国全属性
92205,11023,-1,1,0,0,0,0,1,0,15,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,蜀国全属性
92206,11023,-1,1,0,0,0,0,1,0,16,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,吴国全属性
92207,11023,-1,1,0,0,0,0,1,0,17,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,群雄全属性
92208,1015,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,武力增加
92209,1016,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,智力增加
92210,1017,-1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,兵力增加
92211,1023,-1,1,0,0,0,0,1,0,14,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,副属性,魏国全属性
