序号,活动id,档位描述,发放模式|0选择|1全发,最大选择数量,奖励1参数1,奖励1参数2,奖励1参数3,奖励2参数1,奖励2参数2,奖励2参数3,奖励3参数1,奖励3参数2,奖励3参数3,奖励4参数1,奖励4参数2,奖励4参数3,奖励5参数1,奖励5参数2,奖励5参数3,奖励6参数1,奖励6参数2,奖励6参数3,奖励7参数1,奖励7参数2,奖励7参数3
211,814,累计通关普通{0},1,0,27,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,814,累计通关普通{0},1,0,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,814,累计通关普通{0},1,0,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,815,累计190钻精选抽卡{0}次,1,0,17,1,10,2,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,815,累计190钻精选抽卡{0}次,1,0,29,1,15,23,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,815,累计190钻精选抽卡{0}次,1,0,23,1,70,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,815,累计190钻精选抽卡{0}次,1,0,29,1,50,53,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,816,充值达到{0}钻石,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,817,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
220,818,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
221,819,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
222,820,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
223,821,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
224,822,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
225,823,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
226,824,消耗达到{0}钻石,1,0,23,1,5,36,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,825,累计60钻抽卡{0}次,1,0,19,1,20,2,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,825,累计60钻抽卡{0}次,1,0,33,1,10,17,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,825,累计60钻抽卡{0}次,1,0,53,1,5,23,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,825,累计60钻抽卡{0}次,1,0,29,1,40,23,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,826,充值达到{0}钻石,1,0,27,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,827,累计购买兵书{0}次,1,0,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,827,累计购买兵书{0}次,1,0,52,1,1,36,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,827,累计购买兵书{0}次,1,0,52,1,1,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,827,累计购买兵书{0}次,1,0,52,1,1,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,828,充值达到{0}钻石,1,0,5,1,60,36,1,50,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0
237,829,充值达到{0}钻石,1,0,5,1,60,36,1,50,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0
238,830,充值达到{0}钻石,1,0,5,1,60,36,1,50,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0
239,831,充值达到{0}钻石,1,0,5,1,60,36,1,50,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0
240,832,充值达到{0}钻石,1,0,5,1,60,36,1,50,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0
241,833,充值达到{0}钻石,1,0,5,1,60,36,1,50,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0
242,834,充值达到{0}钻石,1,0,5,1,60,36,1,50,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0
243,835,累计190钻精选抽卡{0}次,1,0,17,1,10,2,1,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,835,累计190钻精选抽卡{0}次,1,0,36,1,2000,34,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,835,累计190钻精选抽卡{0}次,1,0,23,1,70,29,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,835,累计190钻精选抽卡{0}次,1,0,16,1,50,53,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,836,充值达到{0}钻石,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,837,充值达到{0}钻石,1,0,5,1,90,36,1,50,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
249,838,充值达到{0}钻石,1,0,5,1,90,36,1,50,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
250,839,充值达到{0}钻石,1,0,5,1,90,36,1,50,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
251,840,充值达到{0}钻石,1,0,5,1,90,36,1,50,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
252,841,充值达到{0}钻石,1,0,5,1,90,36,1,50,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
253,842,充值达到{0}钻石,1,0,5,1,90,36,1,50,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
254,843,充值达到{0}钻石,1,0,5,1,90,36,1,50,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
255,844,消耗达到{0}钻石,1,0,29,1,2,2,1,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,845,累计60钻抽卡{0}次,1,0,19,1,20,2,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,845,累计60钻抽卡{0}次,1,0,28,1,40,53,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,845,累计60钻抽卡{0}次,1,0,23,1,30,36,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,845,累计60钻抽卡{0}次,1,0,29,1,40,53,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,846,充值达到{0}钻石,1,0,27,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,847,累计登录达到{0}天,1,0,2,1,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,847,累计登录达到{0}天,1,0,27,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,847,累计登录达到{0}天,1,0,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,847,累计登录达到{0}天,1,0,1,204 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,847,累计登录达到{0}天,1,0,1,19 1 0,1,1,258 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,848,充值达到{0}钻石,1,0,5,1,60,27,1,1,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
267,849,充值达到{0}钻石,1,0,5,1,60,27,1,1,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
268,850,充值达到{0}钻石,1,0,5,1,60,27,1,1,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
269,851,充值达到{0}钻石,1,0,5,1,60,27,1,1,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
270,852,充值达到{0}钻石,1,0,5,1,60,27,1,1,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
271,853,充值达到{0}钻石,1,0,5,1,60,27,1,1,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
272,854,充值达到{0}钻石,1,0,5,1,60,27,1,1,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
273,901,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,901,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,901,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,902,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,902,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,902,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,903,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,903,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,903,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,904,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,904,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,904,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,905,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,905,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,905,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,906,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,906,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,906,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,907,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,907,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,907,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,908,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,908,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,908,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,909,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,909,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,909,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,910,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,910,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,910,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,911,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,911,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,911,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,912,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,912,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,912,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,913,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,913,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,913,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,914,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,914,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,914,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,915,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,915,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,915,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,916,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,916,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,916,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,917,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,917,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,917,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,918,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,918,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,918,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,919,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,919,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,919,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,920,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,920,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,920,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,921,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,921,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,921,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,922,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,922,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,922,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,923,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,923,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,923,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,924,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,924,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,924,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,925,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,925,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,925,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,926,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,926,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,926,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,927,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,927,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,927,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,928,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,928,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,928,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,929,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,929,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,929,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,930,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,930,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,930,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,931,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,931,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,931,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,932,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,932,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,932,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,933,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,933,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,933,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,934,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,934,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,934,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,935,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,935,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,935,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,936,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,936,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,936,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,937,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,937,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,937,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,938,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,938,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,938,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,939,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,939,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,939,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,1001,充值达到{0}钻石,1,0,27,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,1002,充值达到{0}钻石,1,0,27,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,1003,充值达到{0}钻石,1,0,27,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,1004,充值达到{0}钻石,1,0,27,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,1005,充值达到{0}钻石,1,0,27,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,1006,充值达到{0}钻石,1,0,26,1,2,21,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,1007,累计登录达到{0}天,1,0,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,1007,累计登录达到{0}天,1,0,2,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,1007,累计登录达到{0}天,1,0,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,1007,累计登录达到{0}天,1,0,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1007,累计登录达到{0}天,1,0,28,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1008,累计消耗达到{0}钻石,1,0,2,1,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,1008,累计消耗达到{0}钻石,1,0,21,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,1008,累计消耗达到{0}钻石,1,0,26,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,1009,累计充值达到{0}钻石,1,0,27,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1009,累计充值达到{0}钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,1009,累计充值达到{0}钻石,1,0,21,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,1009,累计充值达到{0}钻石,1,0,24,1,10,23,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,1010,累计充值达到{0}钻石,1,0,26,1,10,28,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,1010,累计充值达到{0}钻石,1,0,16,1,20,28,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1010,累计充值达到{0}钻石,1,0,24,1,20,21,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,1200,充值达到{0}钻石,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,1201,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
413,1202,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
414,1203,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
415,1204,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
416,1205,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
417,1206,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
418,1207,充值达到{0}钻石,1,0,5,1,60,28,1,5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
419,1208,累计190钻精选抽卡{0}次,1,0,19,1,50,2,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1208,累计190钻精选抽卡{0}次,1,0,29,1,20,18,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,1208,累计190钻精选抽卡{0}次,1,0,17,1,70,29,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,1208,累计190钻精选抽卡{0}次,1,0,16,1,80,53,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1209,累计充值达到{0}钻石,1,0,18,1,20,2,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,1209,累计充值达到{0}钻石,1,0,17,1,60,27,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,1209,累计充值达到{0}钻石,1,0,16,1,60,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,1209,累计充值达到{0}钻石,0,1,1,409 1 0,1,1,410 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,1210,累计购买兵书{0}次,1,0,29,1,10,2,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
