序号,技能名,所需士气,过载时间,激活被动技能,特效名称,释放特效(第三系),天气ID,召唤技能ID(0无召唤技能),召唤武将,扩展类型(0:无效|1：智力|2：武力|3：兵力|4：智力目标数影响|5：武力目标数影响|13：兵力目标数影响),扩展条件ID,目标(0友方|1敌方),显示类型|1:强化|2:弱化|3:恢复|4:火计|5:落雷|6:号令|7:无双|8:毒计|9:巨石|10:风阵|11:玄冰|12:冰降|14:天变|15:召唤|16:将魂|17:护盾,伤害类型|1:物理|3:肉搏|4:突击|5:迎击|6:枪击|7:射击|8:贯射|51:武力技能伤害|101:魔法|151:技能伤害|152:火伤|153:雷伤|154:冰伤|155:毒伤|202:PK,类型,范围,持续时间,速度取值,治疗取值,杀伤取值1,杀伤取值2,攻防改变,智力改变,是否包含特殊技,特殊技类型,特殊技参数,指挥技能ID,加成方式（0标量，1系数）,加成参考目标（0：字面值 ，其他：SkillTarget）,持续时间受智力影响系数,可叠加技能,可受将魂技能影响持续时间,过载时间,激活被动技能,特效名称,天气ID,召唤技能ID(0无召唤技能),召唤武将,扩展类型,扩展条件ID,目标(0友方|1敌方),显示类型|1:强化|2:弱化|3:恢复|4:火计|5:落雷|6:号令|7:无双|8:毒计|9:巨石|10:风阵|11:玄冰|12:冰降|,伤害类型|1:物理|3:肉搏|4:突击|5:迎击|6:枪击|7:射击|8:贯射|51:武力技能伤害|101:魔法|151:技能伤害|152:火伤|153:雷伤|154:冰伤|155:毒伤|202:PK,类型,范围,持续时间,速度取值,治疗取值,杀伤取值1,杀伤取值2,攻防改变,智力改变,是否包含特殊技,特殊技类型,特殊技参数,指挥技能ID,加成方式（0标量，1系数）,加成参考目标（0：字面值 ，其他：SkillTarget）,持续时间受智力影响系数,可叠加技能,可受将魂技能影响持续时间,技能简述,技能说明
id,strName,fNeedMoral,nMainOverload,nMainPassiveSkill,strMainFX,strCastFx,nWeatherID,nArrEquipEffectID,strSummonWarrior,nExType,nExCondition,nMainTarget,nMainDisplayType,nDamageType,nMainType,nMainRange,nMainLifeRound,fMainSpeed,fMainBaseCureValue,fMainBaseDamageValue1,fMainBaseDamageValue2,fMainForceEffect,fMainIntelligenceEffect,nMainContainSpecialSkill,nMainSpecialSkillType,strMainSpecialSkillParam,nMainCommanderSkillID,nMainEffectType,nMainRefTarget,fMainLifeRoundOnIntelligence,nMainOnRepeat,nMainLifeRoundOnJianghun,nSubOverload,nSubPassiveSkill,strSubFX,nSubWeatherID,nArrSubEquipEffectID,strSubSummonWarrior,nSubExType,nExSubCondition,nSubTarget,nSubDisplayType,nSubDamageType,nSubType,nSubRange,nSubLifeRound,fSubSpeed,fSubBaseCureValue,fSubBaseDamageValue1,fSubBaseDamageValue2,fSubForceEffect,fSubIntelligenceEffect,nSubContainSpecialSkill,nSubSpecialSkillType,strSubSpecialSkillParam,nSubCommanderSkillID,nSubEffectType,nSubRefTarget,fSubLifeRoundOnIntelligence,nSubOnRepeat,nSubLifeRoundOnJianghun,strBrife,strDesc
int,string,float,int,int,string,string,int,int[3],string,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int,int,string,int,int,int,float,int,int,int,int,string,int,int[3],string,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int,int,string,int,int,int,float,int,int,string,string
10152,真·古之恶来,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,151,9,1,8,1,0,0.074,-3.267,2.2,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化但持续损失生命值,自身武力值提高[fed655]120%[-]，但每秒损失基础[fed655][dmg_param][-]点生命值，持续[fed655][duration][-]秒
10153,鬼·古之恶来,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,151,9,1,10,1,0,0.066,-2.94,2.3,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化但持续损失生命值,自身武力值提高[fed655]130%[-]，但每秒损失基础[fed655][dmg_param][-]点生命值，持续[fed655][duration][-]秒
10154,神·古之恶来,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,151,9,1,10,1,0,0.066,-2.94,2.5,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化但持续损失生命值,自身武力值提高[fed655]150%[-]，但每秒损失基础[fed655][dmg_param][-]点生命值，持续[fed655][duration][-]秒
10161,魏武之柱,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,5,14,8,1,0.0144,0,0,1.2,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力强化并持续恢复生命值,己方全体魏国部队武力值提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10162,真·魏武之柱,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,5,14,8,1,0.0144,0,0,1.25,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力强化并持续恢复生命值,己方全体魏国部队武力值提高[fed655]25%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10163,鬼·魏武之柱,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,5,14,8,1,0.0144,0,0,1.25,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力强化并持续恢复生命值,己方全体魏国部队武力值提高[fed655]25%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10164,神·魏武之柱,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,5,14,8,1,0.0144,0,0,1.35,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力强化并持续恢复生命值,己方全体魏国部队武力值提高[fed655]35%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10171,抽弓急射,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,12,6,1,0,0,0,1.4,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体弓兵部队武力强化,己方全体弓兵部队武力值提高[fed655]40%[-]，持续[fed655][duration][-]秒
10172,真·抽弓急射,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,12,6,1,0,0,0,1.4,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体弓兵部队武力强化,己方全体弓兵部队武力值提高[fed655]40%[-]，持续[fed655][duration][-]秒
10173,鬼·抽弓急射,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,12,10,1,0,0,0,1.4,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体弓兵部队武力强化,己方全体弓兵部队武力值提高[fed655]40%[-]，持续[fed655][duration][-]秒
10174,神·抽弓急射,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,12,10,1,0,0,0,1.5,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体弓兵部队武力强化,己方全体弓兵部队武力值提高[fed655]50%[-]，持续[fed655][duration][-]秒
10181,桃园大德,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,5,15,8,1,0.0232,0,0,1.4,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体蜀国部队武力强化，并持续恢复生命值,己方全体蜀国部队武力值提高[fed655]40%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10182,真·桃园大德,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,5,15,8,1,0.0344,0,0,1.45,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体蜀国部队武力强化，并持续恢复生命值,己方全体蜀国部队武力值提高[fed655]45%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10183,鬼·桃园大德,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,5,15,8,1,0.0368,0,0,1.45,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体蜀国部队武力强化，并持续恢复生命值,己方全体蜀国部队武力值提高[fed655]45%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10184,神·桃园大德,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,5,15,8,1,0.0528,0,0,1.55,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体蜀国部队武力强化，并持续恢复生命值,己方全体蜀国部队武力值提高[fed655]55%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10191,天下无双,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,8,1.3,0,0,0,2.5,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化并加速,自身武力值提高[fed655]150%[-]，移动速度提高[fed655]30%[-]，持续[fed655][duration][-]秒
10192,真·天下无双,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,8,1.3,0,0,0,2.5,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化并加速,自身武力值提高[fed655]150%[-]，移动速度提高[fed655]30%[-]，持续[fed655][duration][-]秒
10193,鬼·天下无双,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,5,1,8,1.3,0.0328,0,0,2.5,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化并加速，且持续恢复生命值,自身武力值提高[fed655]150%[-]，移动速度提高[fed655]30%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10194,神·天下无双,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,5,1,8,1.3,0.0332,0,0,2.8,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化并加速，且持续恢复生命值,自身武力值提高[fed655]180%[-]，移动速度提高[fed655]30%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10201,巾帼枭姬,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,12,8,1,0,0,0,1.32,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体弓兵部队武力强化,己方全体弓兵部队武力值提高[fed655]32%[-]，持续[fed655][duration][-]秒
10202,真·巾帼枭姬,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,3,8,1,0,0,0,1.32,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化,己方所有部队武力值提高[fed655]32%[-]，持续[fed655][duration][-]秒
10203,鬼·巾帼枭姬,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,5,3,8,1,0.022,0,0,1.32,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化并持续恢复生命值,己方所有部队武力值提高[fed655]32%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10204,神·巾帼枭姬,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,5,3,8,1,0.022,0,0,1.42,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化并持续恢复生命值,己方所有部队武力值提高[fed655]42%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
10211,暴虐之力,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,17,8,1,0,0,0,1.5,0.3,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体群雄部队武力强化但智力弱化,己方全体群雄部队武力值提高[fed655]50%[-]，智力值降低[fed655]70%[-]，持续[fed655][duration][-]秒
10212,真·暴虐之力,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,17,10,1,0,0,0,1.5,0.4,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体群雄部队武力强化但智力弱化,己方全体群雄部队武力值提高[fed655]50%[-]，智力值降低[fed655]60%[-]，持续[fed655][duration][-]秒
10213,鬼·暴虐之力,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,17,10,1,0,0,0,1.5,0.4,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体群雄部队武力强化但智力弱化,己方全体群雄部队武力值提高[fed655]50%[-]，智力值降低[fed655]60%[-]，持续[fed655][duration][-]秒
10214,神·暴虐之力,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,17,10,1,0,0,0,1.6,0.4,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体群雄部队武力强化但智力弱化,己方全体群雄部队武力值提高[fed655]60%[-]，智力值降低[fed655]60%[-]，持续[fed655][duration][-]秒
10221,当阳桥断喝,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,8,1,0,0,0,2.2,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]120%[-]，持续[fed655][duration][-]秒
10222,真·当阳桥断喝,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,8,1,0,0,0,2.25,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]125%[-]，持续[fed655][duration][-]秒
10223,鬼·当阳桥断喝,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,10,1,0,0,0,2.3,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]130%[-]，持续[fed655][duration][-]秒
10224,神·当阳桥断喝,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,10,1,0,0,0,2.45,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]145%[-]，持续[fed655][duration][-]秒
10241,弓术大师,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,8,1,0,0,0,1.55,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]55%[-]，持续[fed655][duration][-]秒
10242,真·弓术大师,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,8,1,0,0,0,1.6,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]60%[-]，持续[fed655][duration][-]秒
10243,鬼·弓术大师,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,12,1,0,0,0,1.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]65%[-]，持续[fed655][duration][-]秒
10244,神·弓术大师,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,12,1,0,0,0,1.75,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]75%[-]，持续[fed655][duration][-]秒
10261,侠义之风,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,7,8,1.2,0,0,0,1.55,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队武力强化并加速,己方武力最高部队武力值提高[fed655]55%[-]，移动速度提高[fed655]20%[-]，持续[fed655][duration][-]秒
10262,真·侠义之风,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,7,8,1.2,0,0,0,1.6,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队武力强化并加速,己方武力最高部队武力值提高[fed655]60%[-]，移动速度提高[fed655]20%[-]，持续[fed655][duration][-]秒
10263,鬼·侠义之风,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,7,12,1.2,0,0,0,1.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队武力强化并加速,己方武力最高部队武力值提高[fed655]65%[-]，移动速度提高[fed655]20%[-]，持续[fed655][duration][-]秒
10264,神·侠义之风,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,7,12,1.2,0,0,0,1.75,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队武力强化并加速,己方武力最高部队武力值提高[fed655]75%[-]，移动速度提高[fed655]20%[-]，持续[fed655][duration][-]秒
10291,反叛狼烟,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,151,1,3,6,1,0,0.0743,-3.2672,1.4,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化但持续损失生命值,己方所有部队武力值提高[fed655]40%[-]，但每秒损失基础[fed655][dmg_param][-]点生命值，持续[fed655][duration][-]秒
10292,真·反叛狼烟,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,151,1,3,8,1,0,0.0743,-3.2672,1.4,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化但持续损失生命值,己方所有部队武力值提高[fed655]40%[-]，但每秒损失基础[fed655][dmg_param][-]点生命值，持续[fed655][duration][-]秒
10293,鬼·反叛狼烟,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,151,1,3,8,1,0,0.0743,-3.2672,1.4,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化但持续损失生命值,己方所有部队武力值提高[fed655]40%[-]，但每秒损失基础[fed655][dmg_param][-]点生命值，持续[fed655][duration][-]秒
10294,神·反叛狼烟,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,151,1,3,8,1,0,0.0743,-3.2672,1.45,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化但持续损失生命值,己方所有部队武力值提高[fed655]45%[-]，但每秒损失基础[fed655][dmg_param][-]点生命值，持续[fed655][duration][-]秒
10301,幼之麒麟,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,3,10,1,0,0,0,1.25,1.25,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化智力强化,己方所有部队武力值提高[fed655]25%[-]，智力值提高[fed655]25%[-]，持续[fed655][duration][-]秒
10302,真·幼之麒麟,6,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,3,14,1,0,0,0,1.25,1.25,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化智力强化,己方所有部队武力值提高[fed655]25%[-]，智力值提高[fed655]25%[-]，持续[fed655][duration][-]秒
10303,鬼·幼之麒麟,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,3,14,1,0,0,0,1.25,1.25,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化智力强化,己方所有部队武力值提高[fed655]25%[-]，智力值提高[fed655]25%[-]，持续[fed655][duration][-]秒
10304,神·幼之麒麟,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,3,14,1,0,0,0,1.3,1.35,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方所有部队武力强化智力强化,己方所有部队武力值提高[fed655]30%[-]，智力值提高[fed655]35%[-]，持续[fed655][duration][-]秒
10311,虎痴怪力,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,1,8,1,0,0,0,1.55,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]55%[-]，持续[fed655][duration][-]秒
10312,真·虎痴怪力,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,1,10,1,0,0,0,1.55,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]55%[-]，持续[fed655][duration][-]秒
10313,鬼·虎痴怪力,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,14,1,0,0,0,1.6,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]60%[-]，持续[fed655][duration][-]秒
10314,神·虎痴怪力,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,14,1,0,0,0,1.7,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化,自身武力值提高[fed655]70%[-]，持续[fed655][duration][-]秒
10315,觉·虎痴怪力,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,14,1,0.0322,0,0,2.2,1,1,1004,CReceivedNormalAttackDamageScale:1.2,0,1,1,1,0,1,0,0,Battlefield/SkillfxStrengthen_Prefab,0,0|0|0,0,1,0,0,7,0,1,40,14,1,0,0,0,1.6,1,1,1004,CReceivedNormalAttackDamageScale:0.6,0,1,1,1,0,1,自身武力强化持续回血但受到伤害提升；己方武力最高部队(除自身)武力强化并受到普通攻击伤害降低,自身武力值提高[fed655]120%[-]并每秒恢复[fed655][cure_param][-]点生命值，但受到普通攻击伤害提升[fed655]20%[-]，持续[fed655][duration][-]秒；己方武力最高部队(除自身)武力值提高[fed655]60%[-]，受到普通攻击伤害降低[fed655]40%[-]，持续[fed655][duration1][-]秒
