序号,引导类型：1剧情2庆典,讲话人ID(-1为玩家其余为npc表中的id）,地点ID（-1为主城其余为关卡id）,任务推进条件（目前为level ID， -1表示无要求）,触发类型 0:城市对话|1:在布阵界面弹出|2:在战斗开始时弹出|3:在战斗过程中弹出|4:在战斗结束时弹出（胜）|5:在战斗结束时弹出（负）6:在章节页面弹出,战斗百分比（关卡过程弹出类）,下一步寻路NPC ID(如果不需要移动直接显示对话/此处填0,下一步附加值（下一步寻路NPC ID为传送点时/此值为关卡id）,奖励类型|0:无奖励|1:卡片|2:卡魂|3:军令|4:星星|5:游戏点卷|6:免费抽卡机会|7:解锁关卡|8:弹出UI|9:开放封地|10:功能开放|11:上阵武将数量|12:强化上限|,奖励值,锚点（1表示此条对白的进度要存入数据库）,寻路头像,背景图片路径,对白内容
236,1,402,-1,-1,0,0,402,0,0,0,0,6,,英雄这次离开荆州，陛下很是关心。命我带兵跟随护卫。
237,1,402,-1,-1,0,0,402,0,0,0,0,6,,大军在此地扎寨，英雄可以此为大本营。
238,1,402,-1,-1,0,0,402,0,0,0,0,6,,英雄只管出战，不管输赢都可以安心回来。
239,1,402,-1,-1,0,0,402,0,12,20,1,6,,老奴为英雄守护后方，提供栖息之所。
240,1,-1,-1,-1,0,0,402,0,7,12,1,6,,这样说来多谢张让大人了。
241,1,-1,-1,-1,0,0,402,0,0,0,1,6,,我现在就出发去找失落的财宝。
242,1,405,12,-1,1,0,406,12,0,0,0,7,,这里是宛城附近的博望坡，再往前百十里就是宛城了。
243,1,405,12,-1,1,0,406,12,0,0,0,7,,主公前方有一群军士，看衣着好像是[ffdb00]西凉军[-]。
244,1,8,12,-1,1,0,406,12,0,0,0,7,,站住！你们是干什么的。要往哪里去？
245,1,-1,12,-1,1,0,406,12,0,0,0,7,,居然是个小姑娘，这么可爱。
246,1,-1,12,-1,1,0,406,12,0,0,0,7,,小姑娘你好，我们是往宛城找东西的。
247,1,8,12,-1,1,0,406,12,0,0,0,7,,找东西？找什么东西！哼哼，看你们贼眉鼠眼的，肯定是山贼！
248,1,8,12,-1,1,0,406,12,0,0,0,7,,来人啊，给我抓住他们。
249,1,405,12,-1,1,0,406,12,0,0,1,7,,看来说是说不明白了，请摆阵迎击吧。
250,1,-1,12,12,2,0,406,12,0,0,0,7,,小姑娘，真的是误会，我们是去宛城找寻遗落的物资。
251,1,8,12,12,2,0,406,12,0,0,0,7,,少废话，把你们关进笼子里再说吧。
252,1,8,12,12,4,0,406,12,0,0,1,7,,你！你们敢打我？看我去告诉董卓爷爷。
253,1,405,-1,-1,0,0,405,0,0,0,0,5,,坏了主公大人！
254,1,-1,-1,-1,0,0,405,0,0,0,0,5,,怎么？
255,1,405,-1,-1,0,0,405,0,0,0,0,5,,她就是[ffdb00]董卓[-]最宠爱的孙女[ffdb00]董白[-]啊！
256,1,405,-1,-1,0,0,405,0,0,0,0,5,,我们这是惹到董相国了。
257,1,-1,-1,-1,0,0,405,0,0,0,0,5,,董卓不在西凉做刺史怎么跑到中原来了？
258,1,405,-1,-1,0,0,405,0,0,0,0,5,,主公，董卓他早就进入京都洛阳，撺掇朝纲，欺压天子。
259,1,-1,-1,-1,0,0,405,0,0,0,0,5,,你是说他比皇帝老爷还要厉害。
260,1,405,-1,-1,0,0,405,0,0,0,0,5,,这朝廷早就已经是董卓说了算了，皇帝只是个摆设而已。
261,1,-1,-1,-1,0,0,405,0,0,0,0,5,,好像是有点麻烦……你觉得应该怎么办？
262,1,405,-1,-1,0,0,405,0,7,13,1,5,,我们尽快找到丢失的财宝，趁着董卓后续军队未到，赶紧离开这里。
263,1,-1,-1,-1,0,0,405,0,0,0,1,5,,好的，那我们马上出发。
264,1,405,13,-1,1,0,406,13,0,0,0,7,,发现西凉军伏击部队，看来这一战躲无可躲了。
265,1,-1,13,-1,1,0,406,13,0,0,0,7,,既然躲不掉，看我迎头痛击，座前将士听令。
266,1,-1,13,-1,1,0,406,13,0,0,0,7,,讨伐黄巾不过是农民部队，今天我们迎战正规军编制，以骁勇而著称的西凉军。
267,1,-1,13,-1,1,0,406,13,0,0,1,7,,大家奋勇杀敌！
268,1,11,13,13,2,0,406,13,0,0,0,7,,对面的贼军，说出你们意欲何为！
269,1,-1,13,13,2,0,406,13,0,0,0,7,,我们是来……哎呀说话呢还砍，那我也不客气了。
270,1,11,13,13,4,0,406,13,0,0,1,7,,贼军来势凶猛，放弃这里撤往大营再图后继。
271,1,402,-1,-1,0,0,402,0,0,0,0,6,,将军这几日辛苦了，这宛城周围地方很大。
272,1,402,-1,-1,0,0,402,0,0,0,0,6,,将军不用着急，我们粮草充足慢慢找。
273,1,-1,-1,-1,0,0,402,0,0,0,0,6,,张大人日子过的真是安逸。
274,1,-1,-1,-1,0,0,402,0,0,0,0,6,,你把皇帝卫队都带了出来，皇帝陛下在荆州你也毫不担心啊。
275,1,402,-1,-1,0,0,402,0,0,0,0,6,,你！你这是什么意思？
276,1,-1,-1,-1,0,0,402,0,0,0,0,6,,没什么意思，张让大人继续喝茶聊天。我告辞了。
277,1,402,-1,-1,0,0,402,0,0,0,0,6,,哎哎，英雄留步。
278,1,-1,-1,-1,0,0,402,0,0,0,0,6,,张大总管又有什么事？
279,1,402,-1,-1,0,0,402,0,0,0,0,6,,虽然英雄的部队已经很厉害了，不过老奴这里还有一个[ff000c]进阶[-]的方法。
280,1,402,-1,-1,0,0,402,0,0,0,0,6,,只要消耗[ffdb00]三张同品质的卡片[-]和[ffdb00]一些卡魂[-]，就可以完成进阶。
281,1,402,-1,-1,0,0,402,0,2,2000,1,6,,在[ff000c]部队界面可以直接对上阵武将及随从进行进阶[-]，从卡片界面中选择武将也能进行进阶。
282,1,-1,-1,-1,0,0,402,0,7,14,1,6,,哈哈，没想到你懂得挺多啊。
283,1,402,-1,-1,0,0,402,0,10,13,1,6,,那是，老奴伴驾这么多年总是能学到一些的，进阶不仅可以提升武将能力，技能效果也会提升！
284,1,405,14,-1,1,0,406,14,0,0,0,7,,这里已经是宛城郊外，我们尽量躲过西凉军以搜寻物资为主。
285,1,10,14,-1,1,0,406,14,0,0,0,7,,你们居然还敢送上门来！
286,1,10,14,-1,1,0,406,14,0,0,0,7,,这几个就是欺负董白大小姐的混蛋。
287,1,10,14,-1,1,0,406,14,0,0,1,7,,大家跟我一起拿下他们。
288,1,10,14,14,2,0,406,14,0,0,0,7,,本大人今天外出巡视城外，正好碰到你们这群贼军。
289,1,10,14,14,2,0,406,14,0,0,0,7,,那我拿下你们找大小姐邀赏去。
290,1,-1,14,14,2,0,406,14,0,0,0,7,,拿下我？那你要看看我的部队答不答应。
291,1,10,14,14,4,0,406,14,0,0,1,7,,居然这么厉害！快快撤退！
292,1,10,14,14,4,0,406,14,7,15,1,7,,撤进宛城。
293,1,405,-1,-1,0,0,0,0,0,0,0,7,,主公，我们惹到董卓这件事情是否需要先告诉一下张让。
294,1,-1,-1,-1,0,0,0,0,0,0,0,7,,那个胆小鬼，给他知道这个，估计明天这座大营就没了。
295,1,405,-1,-1,0,0,0,0,0,0,0,7,,可是我们惹到董卓势力，说不定明天这座大营就真没了。
296,1,405,-1,-1,0,0,0,0,0,0,0,7,,告诉他们也好早作防备。
297,1,-1,-1,-1,0,0,0,0,0,0,0,7,,从徐荣的话里来看，董白肯定在宛城停留过。
298,1,-1,-1,-1,0,0,0,0,0,0,0,7,,所以我们现在星夜追赶很有可能追得上。
299,1,-1,-1,-1,0,0,0,0,0,0,0,7,,能截住董白，就不会惊动董卓势力。
300,1,405,-1,-1,0,0,0,0,0,0,1,7,,好吧！姑且这么试试。
301,1,405,15,-1,1,0,406,15,0,0,0,7,,主公，对面没有董白也没有徐荣！
302,1,405,15,-1,1,0,406,15,0,0,0,7,,看来他们已经跑了，这就不妙了。
303,1,405,15,-1,1,0,406,15,0,0,0,7,,快快解决这些家伙，然后越过宛城。
304,1,405,15,-1,1,0,406,15,0,0,1,7,,赶在董白回到洛阳之前拦截她。
305,1,11,15,15,4,0,406,15,0,0,1,7,,董白大小姐不会放过你们的！
306,1,11,15,15,4,0,406,15,7,16,1,7,,杀了我也没用，董卓大人的铁骑将踏平你们。
307,1,405,-1,-1,0,0,0,0,0,0,0,7,,主公，顾不上休整了，赶紧出击还有机会。
308,1,405,-1,-1,0,0,0,0,0,0,1,7,,估计那董白小丫头也没跑多远，我们追！
309,1,405,16,-1,1,0,406,16,0,0,0,7,,主公，发现董白和徐荣就在前面。
310,1,405,16,-1,1,0,406,16,0,0,1,7,,主公快快布阵进军。
311,1,405,16,16,4,0,406,16,0,0,0,7,,董白和徐荣放弃卫队自己单骑逃脱了。
312,1,405,16,16,4,0,406,16,0,0,0,7,,他们的坐骑是西凉宝马，我们肯定追不上了。
313,1,-1,16,16,4,0,406,16,0,0,1,7,,这群有宝马的富二代太欺负人了。
314,1,402,-1,-1,0,0,402,0,0,0,0,6,,英雄这几日天天外出寻找财物，可曾找到啊？
315,1,-1,-1,-1,0,0,402,0,0,0,0,6,,张让大人，我们运气不好，还没找到。
316,1,402,-1,-1,0,0,402,0,0,0,0,6,,我看每天英雄的部队归来时都有伤兵，莫非遭遇了贼军？
317,1,402,-1,-1,0,0,402,0,0,0,0,6,,这周围是董相国的地盘，老奴很是担心啊。
318,1,-1,-1,-1,0,0,402,0,0,0,0,6,,张让大人不必担心，遇到了山贼而已。
319,1,402,-1,-1,0,0,402,0,0,0,0,6,,是啊是啊，宛城这个地方就是不太平。
320,1,402,-1,-1,0,0,402,0,0,0,0,6,,我们就是在虎牢关附近被劫的。
321,1,-1,-1,-1,0,0,402,0,0,0,0,6,,虎牢关？那距离宛城还有几百里。
322,1,-1,-1,-1,0,0,402,0,0,0,0,6,,张让大人你怎么不早说。
323,1,402,-1,-1,0,0,402,0,7,17,1,6,,这个，实在是惭愧，老奴对地理很是不通。
324,1,402,-1,-1,0,0,402,0,0,0,1,6,,希望英雄息怒。
325,1,-1,17,-1,1,0,406,17,0,0,0,7,,张让作为内务总管，皇帝的贴身太监
326,1,-1,17,-1,1,0,406,17,0,0,0,7,,必定是做事谨慎小心。
327,1,-1,17,-1,1,0,406,17,0,0,0,7,,只说宛城没说虎牢关肯定是有其用心。
328,1,-1,17,-1,1,0,406,17,0,0,0,7,,先不管那么多了，既然已经来到这里。
329,1,-1,17,-1,1,0,406,17,0,0,1,7,,拿到财宝最为关键。
330,1,1,17,17,4,0,406,17,0,0,1,7,,报告！在西凉军部队里发现带有皇宫标记的[ffdb00]马车[-]。
331,1,-1,17,17,4,0,406,17,0,0,0,7,,哦！车上是什么？
332,1,1,17,17,4,0,406,17,0,0,0,7,,车上全是箱子啊主公。
333,1,-1,17,17,4,0,406,17,0,0,1,7,,哦！速度打开箱子！
334,1,1,17,17,4,0,406,17,0,0,1,7,,报告主公！大部分箱子都是空的！
335,1,-1,17,17,4,0,406,17,7,18,1,7,,怎么会这样？！
336,1,405,-1,-1,0,0,0,0,2,2500,1,7,,主公，看来大部分财宝都被西凉军带走了，留下这些可能是来不及拿的。
337,1,405,-1,-1,0,0,0,0,0,0,0,7,,如果真的被运回洛阳，那么我们就白来这一趟了。
338,1,1,-1,-1,0,0,0,0,0,0,0,7,,报！！！
339,1,-1,-1,-1,0,0,0,0,0,0,0,7,,说。
340,1,1,-1,-1,0,0,0,0,0,0,0,7,,报告主公，董卓的女婿[ff000c]李儒[-]送来书信，约主公明日虎牢关外会面。
341,1,405,-1,-1,0,0,0,0,0,0,0,7,,主公，这是陷阱，你千万不能去。
342,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我们有如此精良的部队，小小李儒吓不倒我。
343,1,-1,-1,-1,0,0,0,0,0,0,1,7,,如果不去，岂不是被他们笑话胆小怕事。
344,1,9,18,18,2,0,406,18,0,0,0,7,,对面的贼军听着，你们敢惹董相爷的孙女！
345,1,9,18,18,2,0,406,18,0,0,0,7,,劝你们下马束手就擒。
346,1,-1,18,18,2,0,406,18,0,0,0,7,,还真的有埋伏，有意思。
347,1,405,18,18,2,0,406,18,0,0,0,7,,主公不要大意，他们设下伏兵肯定就准备。
348,1,-1,18,18,2,0,406,18,0,0,0,7,,随我出阵，我们来会会他们。
349,1,9,18,18,4,0,406,18,0,0,1,7,,可恶！如果我[ff000c]神威将军吕布[-]在，岂能轮得到你们猖狂！撤！
350,1,-1,-1,-1,0,0,405,0,0,0,0,5,,军师大人，那吕布很厉害么？
351,1,405,-1,-1,0,0,405,0,0,0,0,5,,神威将军吕布，西凉军第一猛将。
352,1,405,-1,-1,0,0,405,0,0,0,0,5,,也是当世第一猛将。世人所称“[ffdb00]马中赤兔，人中吕布[-]”说的就是两样绝品。
353,1,-1,-1,-1,0,0,405,0,0,0,0,5,,涵雨妹妹，你怎么知道得这么多。
354,1,405,-1,-1,0,0,405,0,0,0,0,5,,但是你可知道，吕布还有第三样人间绝品。
355,1,-1,-1,-1,0,0,405,0,0,0,0,5,,哦？莫非他手里有世界上最好玩的游戏[ffdb00]啪啪三国[-]？
356,1,405,-1,-1,0,0,405,0,0,0,0,5,,是吕布的老婆，[ff000c]貂蝉[-]小姐。
357,1,405,-1,-1,0,0,405,0,0,0,0,5,,人说貂蝉可是倾国倾城的当世第一美人。
358,1,-1,-1,-1,0,0,405,0,7,19,1,5,,雨涵妹妹，英雄配美人的故事小说里看得太多了。
359,1,-1,-1,-1,0,0,405,0,0,0,1,5,,那吕布要是敢来，我倒要会会他！
360,1,405,19,-1,1,0,406,19,0,0,0,7,,主公，对面好像是吕布的神威将军旗号。
361,1,-1,19,-1,1,0,406,19,0,0,0,7,,哦？说吕布吕布就到，他比曹操速度还快！
362,1,-1,19,-1,1,0,406,19,0,0,0,7,,好好好，让我去会会他。
363,1,405,19,-1,1,0,406,19,0,0,0,7,,主公，吕布可不是闹着玩的，我们万万不是他的对手。
364,1,-1,19,-1,1,0,406,19,0,0,0,7,,怕什么，大不了输了我们回营，谅他们也不敢追。
365,1,-1,19,-1,1,0,406,19,0,0,1,7,,大家跟我上！
366,1,-1,19,19,4,0,406,19,0,0,1,7,,怎么是一群杂兵。
367,1,-1,19,19,4,0,406,19,0,0,0,7,,没有看到吕布的踪迹啊。
368,1,405,19,19,4,0,406,19,7,20,1,7,,估计这只是先锋部队，吕布的主力还在后面。
369,1,405,-1,-1,0,0,0,0,0,0,0,7,,主公，我们的目标是继续搜索丢失的财宝。
370,1,405,-1,-1,0,0,0,0,0,0,0,7,,为什么要去惹吕布的部队。
371,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我问你吕布强不强？
372,1,405,-1,-1,0,0,0,0,0,0,0,7,,当世第一猛将，当然是强。
373,1,-1,-1,-1,0,0,0,0,0,0,0,7,,这么强的人必须是趁着他落单赶紧消灭掉。
374,1,-1,-1,-1,0,0,0,0,0,0,0,7,,如果他和其他的西凉精锐在一起，那就没法对付了。
375,1,405,-1,-1,0,0,0,0,0,0,0,7,,主公这么想，自然是也有道理。
376,1,405,-1,-1,0,0,0,0,0,0,0,7,,只是我还是担心，我们不是吕布的对手。
377,1,-1,-1,-1,0,0,0,0,0,0,0,7,,吕布再强也只有一个人，我们有这么多良将。
378,1,-1,-1,-1,0,0,0,0,0,0,1,7,,放心吧！我们一定能击败吕布！
379,1,1,20,-1,1,0,406,20,0,0,0,7,,报告主公，前面发现吕布旗号的部队。
380,1,-1,20,-1,1,0,406,20,0,0,0,7,,好好！肯定是吕布本人。
381,1,-1,20,-1,1,0,406,20,0,0,1,7,,大家随我上！活捉吕布。
382,1,-1,20,20,2,0,406,20,0,0,0,7,,不对啊！怎么是个美人？
383,1,-1,20,20,2,0,406,20,0,0,0,7,,军师大人，吕布是女的么？
384,1,405,20,20,2,0,406,20,0,0,0,7,,这就是[ffdb00]貂蝉[-]，是吕布的老婆。
385,1,405,20,20,2,0,406,20,0,0,0,7,,军中并没有吕布，我估计是吕布用自己的卫队护送老婆去洛阳。
386,1,7,20,20,2,0,406,20,0,0,0,7,,你们这群人！拦住我们，想干什么？
387,1,11,20,20,2,0,406,20,0,0,0,7,,没看到这是神威将军的卫队吗！
388,1,7,20,20,2,0,406,20,0,0,0,7,,把他们拿下给夫君发落。
389,1,7,20,20,4,0,406,20,0,0,1,7,,你们！我夫君绝不会放过你们的！
390,1,-1,20,20,4,0,406,20,0,0,0,7,,无所谓，反正那吕布也是为董卓办事。
391,1,-1,20,20,4,0,406,20,0,0,0,7,,惹到董卓我们早晚都要和他见面。
392,1,-1,20,20,4,0,406,20,0,0,1,7,,貂蝉小姐慢走不送！
393,1,402,-1,-1,0,0,402,0,0,0,0,6,,小英雄，方才有人送来了一封[ffdb00]邀请函[-]，请你过目。
394,1,-1,-1,-1,0,0,402,0,0,0,0,6,,这是什么？
395,1,405,-1,-1,0,0,402,0,0,0,0,6,,这好像是[ff000c]挑战模式[-]的邀请函，进入挑战模式之后可以挑战难度较大的武将。
396,1,-1,-1,-1,0,0,402,0,0,0,0,6,,这世界到底有多少神秘组织……
397,1,405,-1,-1,0,0,402,0,0,0,0,6,,挑战模式可以抽取[ff000c]女性武将卡[-]，女性武将卡可以[ffdb00]作为侍女随从增加士气[-]，此外还有其他的神秘奖励！
398,1,402,-1,-1,0,0,402,0,0,0,0,6,,英雄，看来又是一个招兵买马锻炼兵力的好机会！
399,1,-1,-1,-1,0,0,402,0,10,9,1,6,,也好！正好可以试试我的实力！
400,1,405,-1,-1,0,0,405,0,0,0,0,5,,主公，我们在虎牢关截获的车辆是空的。
401,1,405,-1,-1,0,0,405,0,0,0,0,5,,距离虎牢关最近的城池除了宛城还有南阳城。
402,1,-1,-1,-1,0,0,405,0,0,0,0,5,,好吧，我们去南阳城碰碰运气。
403,1,405,-1,-1,0,0,405,0,0,0,0,5,,主公，这次不能毫无目的的搜寻了。
404,1,-1,-1,-1,0,0,405,0,7,21,1,5,,路上遇到西凉士兵，抓几个回来问话。
405,1,-1,-1,-1,0,0,405,0,0,0,1,5,,肯定有线索！
406,1,-1,21,-1,1,0,406,21,0,0,0,7,,对面这群西凉军士看起来很容易对付。
407,1,-1,21,-1,1,0,406,21,0,0,1,7,,走，我们去抓几个来问问。
408,1,12,21,21,4,0,406,21,0,0,1,7,,英雄饶命，饶命啊。
409,1,-1,21,21,4,0,406,21,0,0,0,7,,都说你们西凉军是铁汉子，竟然这么怕死。
410,1,12,21,21,4,0,406,21,0,0,0,7,,英雄，谁不怕死啊。
411,1,-1,21,21,4,0,406,21,7,22,1,7,,不想死就跟我走。
412,1,12,-1,-1,0,0,0,0,0,0,0,7,,英雄放了我吧，我家里还有妻儿老小。
413,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我问你几句话老实回答就放了你。
414,1,-1,-1,-1,0,0,0,0,0,0,0,7,,你是不是南阳城的守军。
415,1,12,-1,-1,0,0,0,0,0,0,0,7,,是是，小的一直守卫南阳城。
416,1,-1,-1,-1,0,0,0,0,0,0,0,7,,最近是不是南阳城里多了一笔财宝，从城外运进来的。
417,1,12,-1,-1,0,0,0,0,0,0,0,7,,嗯，这个，好像是有这么回事。
418,1,12,-1,-1,0,0,0,0,0,0,0,7,,听说都是[ffdb00]宫里[-]运出来的财宝，很值钱的样子。
419,1,12,-1,-1,0,0,0,0,0,0,0,7,,后来马车拿去运粮了，而箱子里的宝贝就都在南阳城里。
420,1,12,-1,-1,0,0,0,0,2,3000,1,7,,我保证我就拿了这些，全给你，其他的我都不知道了，别杀我啊！
421,1,-1,-1,-1,0,0,0,0,0,0,0,7,,哈哈，终于被我们找到了。
422,1,405,-1,-1,0,0,0,0,0,0,0,7,,主公，我们已经和南阳城外的守军交战了。
423,1,405,-1,-1,0,0,0,0,0,0,1,7,,请主公速去指挥。
424,1,405,22,-1,1,0,406,22,0,0,0,7,,这里是南阳城外30里处。
425,1,405,22,-1,1,0,406,22,0,0,0,7,,敌我双方正在对峙。
426,1,-1,22,-1,1,0,406,22,0,0,0,7,,敌军有没有增援？
427,1,405,22,-1,1,0,406,22,0,0,0,7,,南阳城的守军已经出城。
428,1,405,22,-1,1,0,406,22,0,0,0,7,,估计正在赶往增援。
429,1,-1,22,-1,1,0,406,22,0,0,0,7,,那就现在开战，不能等他们合拢。
430,1,-1,22,-1,1,0,406,22,0,0,1,7,,三军听令！奋勇杀敌！
431,1,12,22,22,4,0,406,22,0,0,1,7,,快！快去报告城内兄弟，贼军凶猛，死守南阳城！
432,1,-1,-1,-1,0,0,402,0,0,0,0,6,,张让大人，虽然弄丢了财宝。
433,1,-1,-1,-1,0,0,402,0,0,0,0,6,,但是我们已经得到消息，财宝就在南阳城中。
434,1,402,-1,-1,0,0,402,0,0,0,0,6,,英雄果然厉害，老奴就等待你的好消息了。
435,1,-1,-1,-1,0,0,402,0,0,0,0,6,,呵呵，不如我在这军营中等待好消息。
436,1,-1,-1,-1,0,0,402,0,0,0,0,6,,张让大人，你率军杀入南阳城可好？
437,1,402,-1,-1,0,0,402,0,0,0,0,6,,这，英雄说笑，老奴哪里有本事带兵打仗啊。
438,1,402,-1,-1,0,0,402,0,0,0,0,6,,……这个虎符给你，这样你就可以带领[ff000c]五支部队[-]出战了！
439,1,-1,-1,-1,0,0,402,0,7,23,1,6,,这还差不多。
440,1,402,-1,-1,0,0,402,0,11,5,1,6,,英雄请去立功，老奴为你焚香祷告。
441,1,-1,23,-1,1,0,406,23,0,0,0,7,,哇哦，生日聚会么？这么多人都挤在这南阳城中。
442,1,8,23,-1,1,0,406,23,0,0,0,7,,大坏蛋！这次一定要逮住你。
443,1,7,23,-1,1,0,406,23,0,0,0,7,,知道我夫君神威将军的威名的话，劝你早点投降。
444,1,-1,23,-1,1,0,406,23,0,0,0,7,,真有意思，貌似现在是我在攻城啊。
445,1,-1,23,-1,1,0,406,23,0,0,1,7,,三军听令，破城之后，犒赏三军，好酒好肉管够。
446,1,10,23,23,2,0,406,23,0,0,0,7,,西凉军的兄弟们！守住南阳城，打败敌军。
447,1,10,23,23,2,0,406,23,0,0,0,7,,大家坚持住，这中原地区是我西凉军的地盘。
448,1,10,23,23,2,0,406,23,0,0,0,7,,其他城池已经派出援军了。
449,1,-1,23,23,2,0,406,23,0,0,0,7,,好吧，看你们能坚持几个回合。
450,1,7,23,23,4,0,406,23,0,0,1,7,,夫君，快来救我……
451,1,8,23,23,4,0,406,23,0,0,0,7,,董卓爷爷……呜哇！！！
452,1,10,23,23,4,0,406,23,0,0,0,7,,董白小姐，我，我……
453,1,1,23,23,4,0,406,23,0,0,0,7,,报告主公，城内发现大量财宝！
454,1,-1,23,23,4,0,406,23,0,0,0,7,,张让大人失落的财宝，找到了！
455,1,-1,23,23,4,0,406,23,0,0,1,7,,好，回营，庆功！
456,1,-1,-1,-1,0,0,405,0,0,0,0,5,,我这辈子都没见过这么多财宝啊！
457,1,-1,-1,-1,0,0,405,0,0,0,0,5,,噢！闪瞎了我的眼睛！
458,1,305,-1,-1,0,0,405,0,0,0,0,5,,…………自重啊主公。
459,1,-1,-1,-1,0,0,405,0,0,0,0,5,,咳咳，这下那个总管可没理由不发赏钱了吧。
460,1,305,-1,-1,0,0,405,0,0,0,0,5,,主公，我觉得事情有点[ffdb00]可疑[-]。
461,1,305,-1,-1,0,0,405,0,0,0,0,5,,皇帝陛下一行人从宫里逃出来，怎么可能带着这么多财宝。
462,1,305,-1,-1,0,0,405,0,0,0,0,5,,这里的数量，就算是一个马车队都运不完。
463,1,-1,-1,-1,0,0,405,0,0,0,0,5,,不愧是军师，果然心思缜密。
464,1,-1,-1,-1,0,0,405,0,0,0,0,5,,这么多财宝确实很可疑……
465,1,-1,-1,-1,0,0,405,0,0,0,0,5,,张让从宫里出来，说不定知道些什么。
466,1,305,-1,-1,0,0,405,0,10,23,1,5,,张让一定不会轻易告诉我们实情。
467,1,305,-1,-1,0,0,405,0,12,30,1,5,,我们还是再回南阳城调查一下的好。
468,1,-1,-1,-1,0,0,405,0,7,24,1,5,,好！
469,1,305,24,-1,1,0,406,24,0,0,0,7,,主公，西凉军已经撤出了南阳城，可能往长安去了。
470,1,18,24,-1,1,0,406,24,0,0,0,7,,嘿，军爷我来找你要东西那是看得起你！
471,1,18,24,-1,1,0,406,24,0,0,0,7,,还不赶紧乖乖交出来！
472,1,99,24,-1,1,0,406,24,0,0,0,7,,军爷，这可是我最后的身家了，你得给我留点儿啊！
473,1,-1,24,-1,1,0,406,24,0,0,0,7,,竟然还有几个残军敢在这里撒野。
474,1,305,24,-1,1,0,406,24,0,0,1,7,,主公，给他们点教训！
475,1,18,24,24,2,0,406,24,0,0,0,7,,你、你们不是刚走吗，怎么又回来了？
476,1,-1,24,24,2,0,406,24,0,0,0,7,,哼，你们这群痞子，我要是不回来岂不是让你们胡作非为！
477,1,18,24,24,4,0,406,24,0,0,0,7,,饶命啊！大军都被你打走了，我不过是想凑点钱回去养老……
478,1,-1,24,24,4,0,406,24,0,0,0,7,,那也不能抢劫，你把钱留下，人走吧。
479,1,18,24,24,4,0,406,24,0,0,1,7,,多谢英雄！多谢英雄！！
480,1,99,-1,-1,0,0,405,0,0,0,0,5,,多谢英雄出手相救！
481,1,99,-1,-1,0,0,405,0,0,0,0,5,,不然我大半辈子的积蓄就没了……
