关卡ID,关卡类型(普通副本值为0，英雄副本为1，百战之路3，挑战副本为7）,章,关卡名,战役名,战役序号,大关卡序号,是否是城池（可争夺）,胜利条件,关卡地图,战器掉落ID,掉落最大数量,掉落物品1,掉落物品2,掉落物品3,掉落物品4,阵型类型,角色1,角色2,角色3,角色4,角色5,将魂将领id(1-5),将魂将领技能,部队技能(符文套装),技能优先级1,技能优先级2,技能优先级3,技能优先级4,技能优先级5,关卡图标位置索引,图标连线类型（0为无连线1为上2为下4为左8为右/如果有多条则按位与）,关卡描述,需求军令,需求战力,需求解锁关卡,标准战力,抽卡类型,挑战产出类型,挑战产出数量,产出碎片概率,产出碎片数量,兄弟关1,兄弟关2,入场回合
90105,3,百战之路,百战之路,第105关,105,0,0,1,0,0,1,0,0,0,0,1200105,9000521,9000522,9000523,9000524,9000525,5,30,92403,24,1,5,3,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90106,3,百战之路,百战之路,第106关,106,0,0,1,0,0,1,0,0,0,0,1200106,9000526,9000527,9000528,9000529,9000530,5,30,92403,24,2,3,5,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90107,3,百战之路,百战之路,第107关,107,0,0,1,0,0,1,0,0,0,0,1200107,9000531,9000532,9000533,9000534,9000535,5,30,92403,24,4,3,5,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90108,3,百战之路,百战之路,第108关,108,0,0,1,0,0,1,0,0,0,0,1200108,9000536,9000537,9000538,9000539,9000540,5,30,92403,24,4,1,5,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90109,3,百战之路,百战之路,第109关,109,0,0,1,0,0,1,0,0,0,0,1200109,9000541,9000542,9000543,9000544,9000545,5,30,92403,24,2,5,1,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90110,3,百战之路,百战之路,第110关,110,0,0,1,0,0,1,0,0,0,0,1200110,9000546,9000547,9000548,9000549,9000550,5,30,92403,24,4,5,3,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90111,3,百战之路,百战之路,第111关,111,0,0,1,0,0,1,0,0,0,0,1200111,9000551,9000552,9000553,9000554,9000555,5,30,92403,24,1,2,5,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90112,3,百战之路,百战之路,第112关,112,0,0,1,0,0,1,0,0,0,0,1200112,9000556,9000557,9000558,9000559,9000560,5,30,92403,24,4,3,5,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90113,3,百战之路,百战之路,第113关,113,0,0,1,0,0,1,0,0,0,0,1200113,9000561,9000562,9000563,9000564,9000565,5,30,92403,24,4,1,5,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90114,3,百战之路,百战之路,第114关,114,0,0,1,0,0,1,0,0,0,0,1200114,9000566,9000567,9000568,9000569,9000570,5,30,92403,24,3,4,2,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90115,3,百战之路,百战之路,第115关,115,0,0,1,0,0,1,0,0,0,0,1200115,9000571,9000572,9000573,9000574,9000575,5,30,92403,24,1,5,3,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90116,3,百战之路,百战之路,第116关,116,0,0,1,0,0,1,0,0,0,0,1200116,9000576,9000577,9000578,9000579,9000580,5,30,92403,24,2,3,5,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90117,3,百战之路,百战之路,第117关,117,0,0,1,0,0,1,0,0,0,0,1200117,9000581,9000582,9000583,9000584,9000585,5,30,92403,24,4,3,5,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90118,3,百战之路,百战之路,第118关,118,0,0,1,0,0,1,0,0,0,0,1200118,9000586,9000587,9000588,9000589,9000590,5,30,92403,24,4,1,5,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90119,3,百战之路,百战之路,第119关,119,0,0,1,0,0,1,0,0,0,0,1200119,9000591,9000592,9000593,9000594,9000595,5,30,92403,24,2,5,1,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90120,3,百战之路,百战之路,第120关,120,0,0,1,0,0,1,0,0,0,0,1200120,9000596,9000597,9000598,9000599,9000600,5,30,92403,24,4,5,3,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90121,3,百战之路,百战之路,第121关,121,0,0,1,0,0,1,0,0,0,0,1200121,9000601,9000602,9000603,9000604,9000605,5,30,92403,24,1,2,5,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90122,3,百战之路,百战之路,第122关,122,0,0,1,0,0,1,0,0,0,0,1200122,9000606,9000607,9000608,9000609,9000610,5,30,92403,24,4,3,5,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90123,3,百战之路,百战之路,第123关,123,0,0,1,0,0,1,0,0,0,0,1200123,9000611,9000612,9000613,9000614,9000615,5,30,92403,24,4,1,5,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90124,3,百战之路,百战之路,第124关,124,0,0,1,0,0,1,0,0,0,0,1200124,9000616,9000617,9000618,9000619,9000620,5,30,92403,24,3,4,2,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90125,3,百战之路,百战之路,第125关,125,0,0,1,0,0,1,0,0,0,0,1200125,9000621,9000622,9000623,9000624,9000625,5,30,92403,24,1,5,3,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90126,3,百战之路,百战之路,第126关,126,0,0,1,0,0,1,0,0,0,0,1200126,9000626,9000627,9000628,9000629,9000630,5,30,92403,24,2,3,5,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90127,3,百战之路,百战之路,第127关,127,0,0,1,0,0,1,0,0,0,0,1200127,9000631,9000632,9000633,9000634,9000635,5,30,92403,24,4,3,5,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90128,3,百战之路,百战之路,第128关,128,0,0,1,0,0,1,0,0,0,0,1200128,9000636,9000637,9000638,9000639,9000640,5,30,92403,24,4,1,5,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90129,3,百战之路,百战之路,第129关,129,0,0,1,0,0,1,0,0,0,0,1200129,9000641,9000642,9000643,9000644,9000645,5,30,92403,24,2,5,1,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90130,3,百战之路,百战之路,第130关,130,0,0,1,0,0,1,0,0,0,0,1200130,9000646,9000647,9000648,9000649,9000650,5,30,92403,24,4,5,3,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90131,3,百战之路,百战之路,第131关,131,0,0,1,0,0,1,0,0,0,0,1200131,9000651,9000652,9000653,9000654,9000655,5,30,92403,24,1,2,5,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90132,3,百战之路,百战之路,第132关,132,0,0,1,0,0,1,0,0,0,0,1200132,9000656,9000657,9000658,9000659,9000660,5,30,92403,24,4,3,5,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90133,3,百战之路,百战之路,第133关,133,0,0,1,0,0,1,0,0,0,0,1200133,9000661,9000662,9000663,9000664,9000665,5,30,92403,24,4,1,5,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90134,3,百战之路,百战之路,第134关,134,0,0,1,0,0,1,0,0,0,0,1200134,9000666,9000667,9000668,9000669,9000670,5,30,92403,24,3,4,2,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90135,3,百战之路,百战之路,第135关,135,0,0,1,0,0,1,0,0,0,0,1200135,9000671,9000672,9000673,9000674,9000675,5,30,92403,24,1,5,3,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90136,3,百战之路,百战之路,第136关,136,0,0,1,0,0,1,0,0,0,0,1200136,9000676,9000677,9000678,9000679,9000680,5,30,92403,24,2,3,5,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90137,3,百战之路,百战之路,第137关,137,0,0,1,0,0,1,0,0,0,0,1200137,9000681,9000682,9000683,9000684,9000685,5,30,92403,24,4,3,5,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90138,3,百战之路,百战之路,第138关,138,0,0,1,0,0,1,0,0,0,0,1200138,9000686,9000687,9000688,9000689,9000690,5,30,92403,24,4,1,5,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90139,3,百战之路,百战之路,第139关,139,0,0,1,0,0,1,0,0,0,0,1200139,9000691,9000692,9000693,9000694,9000695,5,30,92403,24,2,5,1,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90140,3,百战之路,百战之路,第140关,140,0,0,1,0,0,1,0,0,0,0,1200140,9000696,9000697,9000698,9000699,9000700,5,30,92403,24,4,5,3,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90141,3,百战之路,百战之路,第141关,141,0,0,1,0,0,1,0,0,0,0,1200141,9000701,9000702,9000703,9000704,9000705,5,30,92403,24,1,2,5,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90142,3,百战之路,百战之路,第142关,142,0,0,1,0,0,1,0,0,0,0,1200142,9000706,9000707,9000708,9000709,9000710,5,30,92403,24,4,3,5,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90143,3,百战之路,百战之路,第143关,143,0,0,1,0,0,1,0,0,0,0,1200143,9000711,9000712,9000713,9000714,9000715,5,30,92403,24,4,1,5,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90144,3,百战之路,百战之路,第144关,144,0,0,1,0,0,1,0,0,0,0,1200144,9000716,9000717,9000718,9000719,9000720,5,30,92403,24,3,4,2,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90145,3,百战之路,百战之路,第145关,145,0,0,1,0,0,1,0,0,0,0,1200145,9000721,9000722,9000723,9000724,9000725,5,30,92403,24,1,5,3,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90146,3,百战之路,百战之路,第146关,146,0,0,1,0,0,1,0,0,0,0,1200146,9000726,9000727,9000728,9000729,9000730,5,30,92403,24,2,3,5,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90147,3,百战之路,百战之路,第147关,147,0,0,1,0,0,1,0,0,0,0,1200147,9000731,9000732,9000733,9000734,9000735,5,30,92403,24,4,3,5,1,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90148,3,百战之路,百战之路,第148关,148,0,0,1,0,0,1,0,0,0,0,1200148,9000736,9000737,9000738,9000739,9000740,5,30,92403,24,4,1,5,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90149,3,百战之路,百战之路,第149关,149,0,0,1,0,0,1,0,0,0,0,1200149,9000741,9000742,9000743,9000744,9000745,5,30,92403,24,2,5,1,4,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
90150,3,百战之路,百战之路,第150关,150,0,0,1,0,0,1,0,0,0,0,1200150,9000746,9000747,9000748,9000749,9000750,5,30,92403,24,4,5,3,2,7,0,百战之路，胜者为王,5,0,0,1000,8,0,0,0,0,0,0,0
20000,2,第一章,群雄挽歌,造反有理,0,0,0,1,250,10201,1,0,0,0,0,1300101,8201011,8201012,8201013,8201014,0,1,0,92408,123,4,4,1,2,0,0,,10,3500,0,50000,11,0,0,0,0,0,0,0
20001,2,第一章,群雄挽歌,平反有功,1,0,0,1,250,10202,1,0,0,0,0,1300102,8201021,8201022,8201023,8201024,8201025,1,0,92408,125,3,4,5,1,1,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20002,2,第一章,群雄挽歌,十常侍乱,2,0,0,1,250,10203,1,0,0,0,0,1300103,8201031,8201032,8201033,8201034,0,1,0,92408,134,2,1,3,4,8,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20003,2,第一章,群雄挽歌,董卓入京,3,0,1,1,250,10204,1,0,0,0,0,1300104,8201041,8201042,8201043,0,0,1,0,92408,123,1,2,3,1,9,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20004,2,第一章,群雄挽歌,弄权朝堂,4,0,0,1,250,10205,1,0,0,0,0,1300105,8201051,8201052,8201053,8201054,0,1,0,92408,12,3,1,2,3,16,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20005,2,第一章,群雄挽歌,酒池肉林,5,0,0,1,250,10206,1,0,0,0,0,1300106,8201061,8201062,8201063,8201064,0,1,0,92408,12,3,4,5,1,17,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20006,2,第一章,群雄挽歌,如虎添翼,6,0,0,1,250,10207,1,0,0,0,0,1300107,8201071,0,0,0,0,1,0,92408,14,3,2,5,1,10,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20007,2,第一章,群雄挽歌,王允献计,7,0,1,1,250,10208,1,0,0,0,0,1300108,8201081,8201082,8201083,8201084,8201085,1,0,92408,15,2,4,3,5,3,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20008,2,第一章,群雄挽歌,楣邬藏娇,8,0,0,1,250,10209,1,0,0,0,0,1300109,8201091,8201092,8201093,8201094,8201095,1,0,92408,124,3,1,2,4,4,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20009,2,第一章,群雄挽歌,貂蝉的抉择,9,0,0,1,250,10210,1,0,0,0,0,1300110,8201101,8201102,8201103,0,0,1,0,92408,12,3,1,2,3,11,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20010,2,第一章,群雄挽歌,黄粱一梦,10,0,0,1,250,10211,1,0,0,0,0,1300111,8201111,8201112,8201113,8201114,8201115,1,0,92408,234,1,1,2,3,12,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20011,2,第一章,群雄挽歌,悔不该,11,0,1,1,250,10212,1,0,0,0,0,1300112,8201121,8201122,8201123,8201124,8201125,1,0,92408,124,3,1,2,4,13,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20012,2,第二章,蜀汉长情,桃园结义,12,0,1,1,251,10213,1,0,0,0,0,1300113,8202011,8202012,8202013,0,0,1,0,92408,123,4,4,1,2,7,0,,10,3500,0,50000,11,0,0,0,0,0,0,0
20013,2,第二章,蜀汉长情,起兵讨逆,13,0,0,1,251,10214,1,0,0,0,0,1300114,8202021,8202022,8202023,8202024,0,1,0,92408,125,3,4,5,1,14,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20014,2,第二章,蜀汉长情,郁不得志,14,0,0,1,251,10215,1,0,0,0,0,1300115,8202031,8202032,8202033,8202034,8202035,1,0,92408,134,2,1,3,4,15,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20015,2,第二章,蜀汉长情,寄人篱下,15,0,0,1,251,10216,1,0,0,0,0,1300116,8202041,8202042,8202043,8202044,8202045,1,0,92408,123,1,2,3,1,16,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20016,2,第二章,蜀汉长情,三顾茅庐,16,0,0,1,251,10217,1,0,0,0,0,1300117,8202051,8202052,8202053,8202054,0,1,0,92408,12,3,1,2,3,17,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20017,2,第二章,蜀汉长情,联姻东吴,17,0,0,1,251,10218,1,0,0,0,0,1300118,8202061,8202062,8202063,8202064,8202065,1,0,92408,12,3,4,5,1,18,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20018,2,第二章,蜀汉长情,荆州立命,18,0,1,1,251,10219,1,0,0,0,0,1300119,8202071,8202072,8202073,8202074,8202075,1,0,92408,14,3,2,5,1,9,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20019,2,第二章,蜀汉长情,川汉帝业,19,0,0,1,251,10220,1,0,0,0,0,1300120,8202081,8202082,8202083,8202084,8202085,1,0,92408,15,2,4,3,5,2,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20020,2,第二章,蜀汉长情,痛失手足,20,0,0,1,251,10221,1,0,0,0,0,1300121,8202091,8202092,8202093,8202094,8202095,1,0,92408,124,3,1,2,4,3,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20021,2,第二章,蜀汉长情,火烧夷陵,21,0,0,1,251,10222,1,0,0,0,0,1300122,8202101,8202102,8202103,8202104,8202105,1,0,92408,12,3,1,2,3,4,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20022,2,第二章,蜀汉长情,托孤白帝,22,0,0,1,251,10223,1,0,0,0,0,1300123,8202111,8202112,8202113,8202114,8202115,1,0,92408,234,1,1,2,3,11,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20023,2,第二章,蜀汉长情,憾生平,23,0,1,1,251,10224,1,0,0,0,0,1300124,8202121,8202122,8202123,8202124,8202125,1,0,92408,124,3,1,2,4,12,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20024,2,第三章,东吴纷争,创业艰辛,24,0,1,1,252,10225,1,0,0,0,0,1300125,8203011,8203012,8203013,8203014,8203015,1,0,92408,123,4,1,2,3,1,0,,10,3500,0,50000,11,0,0,0,0,0,0,0
20025,2,第三章,东吴纷争,江东抗衡,25,0,0,1,252,10226,1,0,0,0,0,1300126,8203021,8203022,8203023,8203024,8203025,1,0,92408,123,4,1,2,3,8,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20026,2,第三章,东吴纷争,弟承兄业,26,0,0,1,252,10227,1,0,0,0,0,1300127,8203031,8203032,8203033,8203034,0,1,0,92408,134,2,2,2,2,15,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20027,2,第三章,东吴纷争,东吴望族,27,0,0,1,252,10228,1,0,0,0,0,1300128,8203041,8203042,8203043,8203044,8203045,1,0,92408,123,4,1,2,1,14,8,,10,3500,0,50000,11,0,0,0,0,0,0,0
20028,2,第三章,东吴纷争,赤壁据曹,28,0,0,1,252,10229,1,0,0,0,0,1300129,8203051,8203052,8203053,8203054,0,1,0,92408,123,4,4,4,4,7,10,,10,3500,0,50000,11,0,0,0,0,0,0,0
20029,2,第三章,东吴纷争,鏖战逍遥津,29,0,0,1,252,10230,1,0,0,0,0,1300130,8203061,8203062,8203063,8203064,8203065,1,0,92408,123,4,1,2,3,9,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20030,2,第三章,东吴纷争,孙刘联姻,30,0,1,1,252,10231,1,0,0,0,0,1300131,8203071,8203072,8203073,8203074,8203075,1,0,92408,12,3,4,1,1,10,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20031,2,第三章,东吴纷争,举贤任能,31,0,0,1,252,10232,1,0,0,0,0,1300132,8203081,8203082,8203083,8203084,0,1,0,92408,23,1,4,1,1,3,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20032,2,第三章,东吴纷争,白衣渡江,32,0,0,1,252,10233,1,0,0,0,0,1300133,8203091,8203092,8203093,8203094,8203095,1,0,92408,123,4,1,2,3,4,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20033,2,第三章,东吴纷争,火烧连营,33,0,0,1,252,10234,1,0,0,0,0,1300134,8203101,8203102,8203103,8203104,8203105,1,0,92408,234,1,1,1,1,17,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20034,2,第三章,东吴纷争,刚愎自用,34,0,0,1,252,10235,1,0,0,0,0,1300135,8203111,8203112,8203113,8203114,8203115,1,0,92408,123,4,4,4,4,18,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20035,2,第三章,东吴纷争,惜武略,35,0,1,1,252,10236,1,0,0,0,0,1300136,8203121,8203122,8203123,8203124,8203125,1,0,92408,123,4,1,2,3,19,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20036,2,第四章,曹魏轮回,平叛黄巾,36,0,0,1,253,10237,1,0,0,0,0,1300137,8204011,8204012,8204013,8204014,8204015,1,0,92408,12,3,1,2,3,14,0,,10,3500,0,50000,11,0,0,0,0,0,0,0
20037,2,第四章,曹魏轮回,发迹陈留,37,0,0,1,253,10238,1,0,0,0,0,1300138,8204021,8204022,8204023,8204024,8204025,1,0,92408,12,3,4,1,2,7,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20038,2,第四章,曹魏轮回,迁都许昌,38,0,0,1,253,10239,1,0,0,0,0,1300139,8204031,8204032,8204033,8204034,8204035,1,0,92408,123,4,1,2,3,0,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20039,2,第四章,曹魏轮回,官渡之战,39,0,0,1,253,10240,1,0,0,0,0,1300140,8204041,8204042,8204043,8204044,8204045,1,0,92408,12,3,4,1,2,1,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20040,2,第四章,曹魏轮回,远征乌丸,40,0,0,1,253,10241,1,0,0,0,0,1300141,8204051,8204052,8204053,8204054,8204055,1,0,92408,13,2,4,1,3,8,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20041,2,第四章,曹魏轮回,色字当头,41,0,0,1,253,10242,1,0,0,0,0,1300142,8204061,8204062,8204063,8204064,8204065,1,0,92408,12,3,4,1,2,9,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20042,2,第四章,曹魏轮回,赤壁之辱,42,0,1,1,253,10243,1,0,0,0,0,1300143,8204071,8204072,8204073,8204074,8204075,1,0,92408,12,3,4,1,2,16,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20043,2,第四章,曹魏轮回,猜忌成性,43,0,0,1,253,10244,1,0,0,0,0,1300144,8204081,8204082,8204083,8204084,8204085,1,0,92408,123,4,4,1,2,17,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20044,2,第四章,曹魏轮回,得陇望蜀,44,0,0,1,253,10245,1,0,0,0,0,1300145,8204091,8204092,8204093,8204094,8204095,1,0,92408,234,1,1,2,3,18,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20045,2,第四章,曹魏轮回,襄樊之战,45,0,0,1,253,10246,1,0,0,0,0,1300146,8204101,8204102,8204103,8204104,8204105,1,0,92408,23,1,4,2,3,11,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20046,2,第四章,曹魏轮回,虚幻铜雀台,46,0,0,1,253,10247,1,0,0,0,0,1300147,8204111,8204112,8204113,8204114,8204115,1,0,92408,124,3,1,2,4,12,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20047,2,第四章,曹魏轮回,哀叹息,47,0,1,1,253,10248,1,0,0,0,0,1300148,8204121,8204122,8204123,8204124,8204125,1,0,92408,13,2,4,1,3,13,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20048,2,第五章,周年篇,巾帼红颜,48,0,0,1,254,10249,1,0,0,0,0,1300149,8205011,8205012,8205013,8205014,8205015,1,0,92408,123,4,1,2,3,7,0,,10,3500,0,50000,11,0,0,0,0,0,0,0
20049,2,第五章,周年篇,至强武力,49,0,0,1,254,10250,1,0,0,0,0,1300150,8205021,8205022,8205023,8205024,8205025,1,0,92408,12,3,4,1,2,0,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20050,2,第五章,周年篇,赤瞳魅惑,50,0,0,1,254,10251,1,0,0,0,0,1300151,8205031,8205032,8205033,8205034,8205035,1,0,92408,12,3,4,1,2,1,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20051,2,第五章,周年篇,老当益壮,51,0,0,1,254,10252,1,0,0,0,0,1300152,8205041,8205042,8205043,8205044,8205045,1,0,92408,123,4,1,2,3,2,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20052,2,第五章,周年篇,西凉锦狮,52,0,0,1,254,10253,1,0,0,0,0,1300153,8205051,8205052,8205053,8205054,8205055,1,0,92408,34,1,2,3,4,9,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20053,2,第五章,周年篇,精灵女巫,53,0,0,1,254,10254,1,0,0,0,0,1300154,8205061,8205062,8205063,8205064,8205065,1,0,92408,34,1,2,3,4,16,1,,10,3500,0,50000,11,0,0,0,0,0,0,0
20054,2,第五章,周年篇,甘兴霸,54,0,0,1,254,10255,1,0,0,0,0,1300155,8205071,8205072,8205073,8205074,8205075,1,0,92408,23,1,4,2,3,17,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20055,2,第五章,周年篇,小霸王,55,0,0,1,254,10256,1,0,0,0,0,1300156,8205081,8205082,8205083,8205084,8205085,1,0,92408,13,2,4,1,3,18,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20056,2,第五章,周年篇,北斗神拳,56,0,0,1,254,10257,1,0,0,0,0,1300157,8205091,8205092,8205093,8205094,8205095,1,0,92408,13,2,4,1,3,11,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20057,2,第五章,周年篇,健身达人,57,0,0,1,254,10258,1,0,0,0,0,1300158,8205101,8205102,8205103,8205104,8205105,1,0,92408,123,4,1,2,3,4,2,,10,3500,0,50000,11,0,0,0,0,0,0,0
20058,2,第五章,周年篇,鹰眼狼顾,58,0,0,1,254,10259,1,0,0,0,0,1300159,8205111,8205112,8205113,8205114,8205115,1,0,92408,12,3,4,1,2,19,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
20059,2,第五章,周年篇,打个响指,59,0,1,1,254,10260,1,0,0,0,0,1300160,8205121,8205122,8205123,8205124,8205125,1,0,92408,12,3,4,1,2,20,4,,10,3500,0,50000,11,0,0,0,0,0,0,0
0,0,第一章,黄巾之乱,小试牛刀,0,0,0,1,1,0,0,0,0,0,0,1,11011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,去会会那帮黄巾军,5,0,0,100,18,0,0,0,0,0,0,0
1,0,第一章,黄巾之乱,再战黄巾,1,0,0,1,1,0,0,0,0,0,0,2,11021,11022,0,0,0,1,0,0,2,0,0,0,0,1,4,这次好像多了点人,5,0,0,100,18,0,0,0,0,0,0,0
2,0,第一章,黄巾之乱,张燕来袭,2,0,1,1,1,0,0,0,0,0,0,3,11031,11032,0,0,0,1,0,0,0,0,0,0,0,8,1,去城外草丛找一找,5,0,0,100,8,0,0,0,0,0,0,0
3,0,第一章,黄巾之乱,打败张燕,3,0,0,1,1,1052,2,1111006,1311006,1121006,1131001,4,11041,11042,11042,0,0,1,0,0,1,0,0,0,0,9,4,好像来了个小头头,5,0,0,100,8,0,0,0,0,0,0,0
4,0,第一章,黄巾之乱,搜索张家宅,4,0,0,1,1,1052,2,1111006,1311006,1121006,1131001,5,11052,11053,11053,0,0,1,0,0,3,2,1,0,0,16,1,去张家宅搜索一番,5,0,0,100,8,0,0,0,0,0,0,0
5,0,第一章,黄巾之乱,张家宅得宝,5,0,0,1,1,1053,2,1211006,1411006,1221006,1231001,6,11061,11062,11062,0,0,1,0,0,2,0,0,0,0,17,4,脸探草丛要小心一点,5,0,0,100,8,0,0,0,0,0,0,0
6,0,第一章,黄巾之乱,张梁部众,6,0,0,1,1,1054,2,1111006,1511006,1121006,1231001,7,11072,11071,11071,0,0,1,0,0,1,0,0,0,0,10,2,一步一步引出贼首,5,0,0,100,8,0,0,0,0,0,0,0
7,0,第一章,黄巾之乱,遭遇张梁,7,0,0,1,1,1055,2,1311006,1411006,1321006,1331001,8,11081,11082,11081,11083,0,1,0,0,2,0,0,0,0,3,2,对付三大首领之一的张梁,5,0,0,100,8,0,0,0,0,0,0,0
