序号|战法,活动类型(),排序索引,开启时间,活动持续时间（单位分钟）,关闭时间,时间参数,默认标题,跳转按钮文字（若为空，不显示跳转按钮）,跳转UI（0，不跳转| 11，充值界面| 1，推图界面| 14，抽卡界面| 24，竞技场| 6，卡册界面| 67，征讨| 9，封地| 17，活动界面|40，排行榜）,是否存储数,进行服务器ID,活动图标,活动背景图片,战力限制,未登陆时长[天],累计充值数额,整形参数1,整形参数2,整形参数3,整形参数4,整形参数5,整形参数6,整形参数7,整形参数8,整形参数9,整形参数10,整形参数11,字符串参数1,字符串参数2,字符串参数3,字符串参数4,字符串参数5,字符串参数6,提示信息,自动补发邮件ID
443,8,80954,2018|7|16|0|0|0,10079,2018|7|22|0|23|59,,银币招募与战器寻宝额外天运,去招募,14,0,0,Banner_Activity04_Tex,Desc149003_Tex,0,0,0,1,2,1000,0,0,0,0,0,13,10,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间银币招募[ffd177]金卡[-]以及[ffd177]五星武将印[-]概率提升[ffd177]3倍[-]，获得天运[ffd177]双倍[-]\n战器10连招募可获得[ffd177]100点[-]天运\n战器单次招募可获得[ffd177]10点[-]天运,200000
444,4,500004,2018|7|16|0|0|0,10079,2018|7|22|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Activity08_Tex,Desc150054_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
445,4,500003,2018|7|16|0|0|0,4319,2018|7|18|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Activity09_Tex,Desc150055_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
446,4,80740,2018|7|16|0|0|0,10740,2018|7|23|0|11|0,,国之重器 战器双倍,立即参加,14,0,0,Banner_Activity06_Tex,Desc150056_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
447,8,500002,2018|7|23|0|0|0,10079,2018|7|29|0|23|59,,四国招募 天运双倍,去招募,14,0,0,Banner_Activity03_Tex,Desc149004_Tex,0,0,0,1,0,0,0,4,5,6,7,13,30,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，四国精选招募产出[ffd177]金卡[-]以及[ffd177]升星印[-]概率提升[ffd177]3倍[-]，获得的天运[ffd177]双倍[-],200000
448,8,500001,2018|7|23|0|0|0,10079,2018|7|29|0|23|59,,天降豪礼 天运招募,去招募,14,0,0,Banner_Activity01_Tex,Desc150057_Tex,0,0,0,1,3,0,0,0,0,0,0,23,1,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，每招募天运招募[ffd177]1[-]次，可获得[ffd177]传承券*1[-],200000
449,4,500004,2018|7|23|0|0|0,10079,2018|7|29|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Activity08_Tex,Desc150058_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
450,4,500003,2018|7|23|0|0|0,4319,2018|7|25|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Activity09_Tex,Desc150059_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
451,4,500004,2018|7|27|0|0|0,4319,2018|7|29|0|23|59, ,妖仙于吉 幻惑众心,去充值,11,0,0,Banner_Activity08_Tex,Desc150060_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
452,8,80954,2018|7|30|0|0|0,10079,2018|8|5|0|23|59,,银币招募与战器寻宝额外天运,去招募,14,0,0,Banner_Activity04_Tex,Desc149003_Tex,0,0,0,1,2,1000,0,0,0,0,0,13,10,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间银币招募[ffd177]金卡[-]以及[ffd177]五星武将印[-]概率提升[ffd177]3倍[-]，获得天运[ffd177]双倍[-]\n战器10连招募可获得[ffd177]100点[-]天运\n战器单次招募可获得[ffd177]10点[-]天运,200000
453,4,500004,2018|7|30|0|0|0,10079,2018|8|5|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Activity08_Tex,Desc150061_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
454,4,500003,2018|7|30|0|0|0,4319,2018|8|1|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Activity09_Tex,Desc150062_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
455,4,500004,2018|7|30|0|0|0,10079,2018|8|5|0|23|59,,神兵猛将 等君招募,去招募,14,0,0,Banner_Activity08_Tex,Desc150063_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
456,4,500005,2018|7|30|0|0|0,10079,2018|8|5|0|23|59,,真武大帝，玄武圣石,,0,0,0,Banner_Activity09_Tex,Desc150064_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,活动期间内完成普通关卡，精英关卡，免费抽卡，天运抽卡，国家抽卡将会获得限定卡牌“世界杯卡”，收集一定数量后，可在世界杯商店中兑换海量道具~主公们快来看看吧！,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
457,4,80740,2018|7|30|0|0|0,10740,2018|8|6|0|11|0,截止8月6日11点,国之重器 战器双倍,立即参加,14,0,0,Banner_Activity06_Tex,Desc150065_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
458,8,500002,2018|8|6|0|0|0,10079,2018|8|12|0|23|59,,四国招募 天运双倍,去招募,14,0,0,Banner_Activity03_Tex,Desc149004_Tex,0,0,0,1,0,0,0,4,5,6,7,13,30,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，四国精选招募产出[ffd177]金卡[-]以及[ffd177]升星印[-]概率提升[ffd177]3倍[-]，获得的天运[ffd177]双倍[-],200000
459,8,500001,2018|8|6|0|0|0,10079,2018|8|12|0|23|59,,天降豪礼 天运招募,去招募,14,0,0,Banner_Activity01_Tex,Desc150066_Tex,0,0,0,1,3,0,0,0,0,0,0,28,1,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，每招募天运招募[ffd177]1[-]次，可获得[ffd177]印玉*1[-],200000
460,4,80868,2018|8|6|0|0|0,10079,2018|8|12|0|23|59,,筹划营谋 越战越勇,立即参加,9,0,0,Banner_Activity08_Tex,Desc150067_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
461,4,80890,2018|8|6|0|0|0,10079,2018|8|12|0|23|59,,暑假福利 富商献礼,立即参加,140|0,0,0,Banner_Activity08_Tex,Desc150068_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
462,4,80959,2018|8|6|0|0|0,4319,2018|8|8|0|23|59,,乐消迎喜 循环豪礼,,0,0,0,Banner_Activity08_Tex,Desc150069_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
463,4,80940,2018|8|6|0|0|0,4319,2018|8|8|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Activity09_Tex,Desc150070_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
464,4,500004,2018|8|6|0|0|0,10079,2018|8|12|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Activity08_Tex,Desc150071_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
465,8,80954,2018|8|13|0|0|0,10079,2018|8|19|0|23|59,,银币招募与战器寻宝额外天运,去招募,14,0,0,Banner_Activity04_Tex,Desc149003_Tex,0,0,0,1,2,1000,0,0,0,0,0,13,10,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间银币招募[ffd177]金卡[-]以及[ffd177]五星武将印[-]概率提升[ffd177]3倍[-]，获得天运[ffd177]双倍[-]\n战器10连招募可获得[ffd177]100点[-]天运\n战器单次招募可获得[ffd177]10点[-]天运,200000
466,4,500004,2018|8|13|0|0|0,10079,2018|8|19|0|23|59,,神兵猛将 等君招募,去招募,14,0,0,Banner_Activity08_Tex,Desc150072_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
467,4,500005,2018|8|13|0|0|0,10079,2018|8|19|0|23|59,,七夕爱心商店,,0,0,0,Banner_Activity09_Tex,Desc150073_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
468,4,80959,2018|8|17|0|0|0,4319,2018|8|19|0|23|59,,金声玉韵 乞求智巧,去充值,11,0,0,Banner_Activity08_Tex,Desc150074_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
469,4,80940,2018|8|13|0|0|0,4319,2018|8|15|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Activity09_Tex,Desc150075_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
470,4,500004,2018|8|13|0|0|0,10079,2018|8|19|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Activity08_Tex,Desc150076_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
471,4,80740,2018|8|13|0|0|0,10740,2018|8|20|0|11|0,截止8月20日11点,国之重器 战器双倍,立即参加,14,0,0,Banner_Activity06_Tex,Desc150065_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
472,8,500002,2018|8|20|0|0|0,10079,2018|8|26|0|23|59,,四国招募 天运双倍,去招募,14,0,0,Banner_Activity03_Tex,Desc149004_Tex,0,0,0,1,0,0,0,4,5,6,7,13,30,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，四国精选招募产出[ffd177]金卡[-]以及[ffd177]升星印[-]概率提升[ffd177]3倍[-]，获得的天运[ffd177]双倍[-],200000
473,8,500001,2018|8|20|0|0|0,10079,2018|8|26|0|23|59,8月20日-8月26日,天降豪礼 天运招募,去招募,14,0,0,Banner_Activity01_Tex,Desc150077_Tex,0,0,0,1,3,0,0,0,0,0,0,23,1,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，每招募天运招募[ffd177]1[-]次，可获得[ffd177]传承券*1[-],200000
474,4,80940,2018|8|20|0|0|0,4319,2018|8|22|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Activity09_Tex,Desc150078_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
475,4,500004,2018|8|20|0|0|0,10079,2018|8|26|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Activity08_Tex,Desc150079_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
476,8,80954,2018|8|27|0|0|0,10079,2018|9|2|0|23|59,,银币招募与战器寻宝额外天运,去招募,14,0,0,Banner_Activity04_Tex,Desc149003_Tex,0,0,0,1,2,1000,0,0,0,0,0,13,10,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间银币招募[ffd177]金卡[-]以及[ffd177]五星武将印[-]概率提升[ffd177]3倍[-]，获得天运[ffd177]双倍[-]\n战器10连招募可获得[ffd177]100点[-]天运\n战器单次招募可获得[ffd177]10点[-]天运,200000
477,4,80940,2018|8|27|0|0|0,4319,2018|8|29|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Activity09_Tex,Desc150080_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
478,4,500004,2018|8|27|0|0|0,10079,2018|9|2|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Activity08_Tex,Desc150081_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
479,4,80740,2018|8|27|0|0|0,10740,2018|9|3|0|11|0,截止9月3日11点,国之重器 战器双倍,立即参加,14,0,0,Banner_Activity06_Tex,Desc150065_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
480,8,500002,2018|9|3|0|0|0,10079,2018|9|9|0|23|59,,四国招募 天运双倍,去招募,14,0,0,Banner_Activity03_Tex,Desc149004_Tex,0,0,0,1,0,0,0,4,5,6,7,13,30,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，四国精选招募产出[ffd177]金卡[-]以及[ffd177]升星印[-]概率提升[ffd177]3倍[-]，获得的天运[ffd177]双倍[-],200000
481,8,500001,2018|9|3|0|0|0,10079,2018|9|9|0|23|59,9月3日-9月9日,天降豪礼 天运招募,去招募,14,0,0,Banner_Activity01_Tex,Desc150082_Tex,0,0,0,1,3,0,0,0,0,0,0,19,2,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，每招募天运招募[ffd177]1[-]次，可获得[ffd177]玄武石*2[-],200000
482,4,80959,2018|9|3|0|0|0,4319,2018|9|5|0|23|59,,乐消迎喜 循环豪礼,,0,0,0,Banner_Lexiaoyingxi_Tex,Desc150083_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
483,4,80940,2018|9|3|0|0|0,4319,2018|9|5|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Tiangongkaiwu_Tex,Desc150084_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
484,4,500004,2018|9|3|0|0|0,10079,2018|9|9|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Sanshiyuan_Tex,Desc150085_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
485,4,80958,2018|9|3|0|0|0,10079,2018|9|9|0|23|59,,周享礼包 好时节到,去充值,11,0,0,Banner_Zhouxianglibao_Tex,Desc150086_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
486,8,80954,2018|9|10|0|0|0,10079,2018|9|16|0|23|59,,银币招募与战器寻宝额外天运,去招募,14,0,0,Banner_Activity04_Tex,Desc149003_Tex,0,0,0,1,2,1000,0,0,0,0,0,13,10,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间银币招募[ffd177]金卡[-]以及[ffd177]五星武将印[-]概率提升[ffd177]3倍[-]，获得天运[ffd177]双倍[-]\n战器10连招募可获得[ffd177]100点[-]天运\n战器单次招募可获得[ffd177]10点[-]天运,200000
487,4,80959,2018|9|10|0|0|0,4319,2018|9|12|0|23|59,,乐消迎喜 循环豪礼,,0,0,0,Banner_Lexiaoyingxi1_Tex,Desc150087_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
488,4,80940,2018|9|10|0|0|0,4319,2018|9|12|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Tiangongkaiwu1_Tex,Desc150088_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
489,4,500004,2018|9|10|0|0|0,10079,2018|9|16|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Sanshiyuan1_Tex,Desc150089_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
490,4,80958,2018|9|10|0|0|0,10079,2018|9|16|0|23|59,,周享礼包 好时节到,去充值,11,0,0,Banner_Zhouxianglibao1_Tex,Desc150090_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
491,4,80740,2018|9|10|0|0|0,10740,2018|9|17|0|11|0,截止9月17日11点,国之重器 战器双倍,立即参加,14,0,0,Banner_Activity06_Tex,Desc150065_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
492,8,500002,2018|9|17|0|0|0,10079,2018|9|23|0|23|59,,四国招募 天运双倍,去招募,14,0,0,Banner_Activity03_Tex,Desc149004_Tex,0,0,0,1,0,0,0,4,5,6,7,13,30,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，四国精选招募产出[ffd177]金卡[-]以及[ffd177]升星印[-]概率提升[ffd177]3倍[-]，获得的天运[ffd177]双倍[-],200000
493,8,500001,2018|9|17|0|0|0,10079,2018|9|23|0|23|59,9月17日-9月23日,天降豪礼 天运招募,去招募,14,0,0,Banner_Activity01_Tex,Desc150077_Tex,0,0,0,1,3,0,0,0,0,0,0,23,1,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，每招募天运招募[ffd177]1[-]次，可获得[ffd177]传承券*1[-],200000
494,4,80959,2018|9|17|0|0|0,4319,2018|9|19|0|23|59,,乐消迎喜 循环豪礼,,0,0,0,Banner_Lexiaoyingxi2_Tex,Desc150091_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
495,4,80940,2018|9|17|0|0|0,4319,2018|9|19|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Tiangongkaiwu2_Tex,Desc150092_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
496,4,500004,2018|9|17|0|0|0,10079,2018|9|23|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Sanshiyuan2_Tex,Desc150093_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
497,4,80958,2018|9|17|0|0|0,10079,2018|9|23|0|23|59,,周享礼包 好时节到,去充值,11,0,0,Banner_Zhouxianglibao2_Tex,Desc150094_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
498,4,100005,2018|9|24|0|0|0,10079,2018|9|30|0|23|59,9月24日-9月30日,中秋花影,,0,0,0,Banner_Activity01_Tex,Desc150095_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
499,8,80954,2018|9|24|0|0|0,10079,2018|9|30|0|23|59,,银币招募与战器寻宝额外天运,去招募,14,0,0,Banner_Activity04_Tex,Desc149003_Tex,0,0,0,1,2,1000,0,0,0,0,0,13,10,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间银币招募[ffd177]金卡[-]以及[ffd177]五星武将印[-]概率提升[ffd177]3倍[-]，获得天运[ffd177]双倍[-]\n战器10连招募可获得[ffd177]100点[-]天运\n战器单次招募可获得[ffd177]10点[-]天运,200000
500,8,500001,2018|9|24|0|0|0,10079,2018|9|30|0|23|59,9月24日-9月30日,天降豪礼 天运招募,去招募,14,0,0,Banner_Activity01_Tex,Desc150082_Tex,0,0,0,1,3,0,0,0,0,0,0,19,2,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，每招募天运招募[ffd177]1[-]次，可获得[ffd177]玄武石*2[-],200000
501,4,80959,2018|9|24|0|0|0,4319,2018|9|26|0|23|59,,乐消迎喜 循环豪礼,,0,0,0,Banner_Lexiaoyingxi3_Tex,Desc150096_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
502,4,80940,2018|9|24|0|0|0,4319,2018|9|26|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Tiangongkaiwu3_Tex,Desc150097_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
503,4,500004,2018|9|24|0|0|0,10079,2018|9|30|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Sanshiyuan3_Tex,Desc150098_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
504,4,80958,2018|9|24|0|0|0,10079,2018|9|30|0|23|59,,周享礼包 好时节到,去充值,11,0,0,Banner_Zhouxianglibao3_Tex,Desc150099_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
505,4,80740,2018|9|21|0|16|0,12660,2018|9|30|0|11|0,截止9月30日11点,国之重器 战器双倍,立即参加,14,0,0,Banner_Activity06_Tex,Desc150065_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
506,8,500002,2018|10|1|0|0|0,10079,2018|10|7|0|23|59,,四国招募 天运双倍,去招募,14,0,0,Banner_Activity03_Tex,Desc149004_Tex,0,0,0,1,0,0,0,4,5,6,7,13,30,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，四国精选招募产出[ffd177]金卡[-]以及[ffd177]升星印[-]概率提升[ffd177]3倍[-]，获得的天运[ffd177]双倍[-],200000
507,8,500001,2018|10|1|0|0|0,10079,2018|10|7|0|23|59,10月1日-10月7日,天降豪礼 天运招募,去招募,14,0,0,Banner_Activity01_Tex,Desc150100_Tex,0,0,0,1,3,0,0,0,0,0,0,28,1,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，每招募天运招募[ffd177]1[-]次，可获得[ffd177]印玉*1[-],200000
508,4,80800,2018|9|29|0|10|0,14400,2018|10|9|0|10|0,截止10月9日10点,洗炼概率大提升,,0,0,0,Banner_Activity03_Tex,DescXLTS_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
509,4,80959,2018|10|1|0|0|0,10079,2018|10|7|0|23|59,10月1日-10月7日,国庆七天乐商店,,0,0,0,Banner_guoqing_Tex,Desc150101_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
510,4,80959,2018|10|1|0|0|0,4319,2018|10|3|0|23|59,,乐消迎喜 循环豪礼,,0,0,0,Banner_Lexiaoyingxi4_Tex,Desc150102_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
511,4,80959,2018|10|1|0|0|0,10079,2018|10|7|0|23|59,,普天同庆 太平盛世,,0,0,0,Banner_putian_Tex,Desc150103_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
512,4,80940,2018|10|1|0|0|0,4319,2018|10|3|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Tiangongkaiwu4_Tex,Desc150104_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
513,4,80940,2018|10|1|0|0|0,4319,2018|10|3|0|23|59,10月1日-10月7日,幸运转不停,,0,0,0,Banner_shengshi_Tex,Desc150105_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
514,8,80954,2018|10|8|0|0|0,10079,2018|10|14|0|23|59,10月8日-10月14日,银币招募与战器寻宝额外天运,去招募,14,0,0,Banner_Activity04_Tex,Desc149003_Tex,0,0,0,1,2,1000,0,0,0,0,0,13,10,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间银币招募[ffd177]金卡[-]以及[ffd177]五星武将印[-]概率提升[ffd177]3倍[-]，获得天运[ffd177]双倍[-]\n战器10连招募可获得[ffd177]100点[-]天运\n战器单次招募可获得[ffd177]10点[-]天运,200000
515,8,500001,2018|10|8|0|0|0,10079,2018|10|14|0|23|59,10月8日-10月14日,天降豪礼 天运招募,去招募,14,0,0,Banner_Activity01_Tex,Desc150106_Tex,0,0,0,1,3,0,0,0,0,0,0,24,1,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，每招募天运招募[ffd177]1[-]次，可获得[ffd177]漆盘券*1[-],200000
516,4,80959,2018|10|8|0|0|0,4319,2018|10|10|0|23|59,,乐消迎喜 循环豪礼,,0,0,0,Banner_Lexiaoyingxi5_Tex,Desc150107_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
517,4,80940,2018|10|8|0|0|0,4319,2018|10|10|0|23|59,,天工开物 一扫天下,去充值,11,0,0,Banner_Tiangongkaiwu5_Tex,Desc150108_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
518,4,500004,2018|10|8|0|0|0,10079,2018|10|14|0|23|59,,30元惊喜限时大礼,去充值,11,0,0,Banner_Sanshiyuan5_Tex,Desc150109_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
519,4,80958,2018|10|8|0|0|0,10079,2018|10|14|0|23|59,,周享礼包 好时节到,去充值,11,0,0,Banner_Zhouxianglibao5_Tex,Desc150110_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
520,4,80740,2018|10|8|0|0|0,10740,2018|10|15|0|11|0,截止10月15日11点,国之重器 战器双倍,立即参加,14,0,0,Banner_Activity06_Tex,Desc150065_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
521,8,500002,2018|10|15|0|0|0,10079,2018|10|21|0|23|59,10月15日-10月21日,四国招募 天运双倍,去招募,14,0,0,Banner_Activity03_Tex,Desc149004_Tex,0,0,0,1,0,0,0,4,5,6,7,13,30,0,NULL,NULL,NULL,NULL,NULL,NULL,活动期间，四国精选招募产出[ffd177]金卡[-]以及[ffd177]升星印[-]概率提升[ffd177]3倍[-]，获得的天运[ffd177]双倍[-],200000
522,4,500002,2018|10|15|0|0|0,4319,2018|10|17|0|23|59,,乐消迎喜 循环豪礼,,0,0,0,Banner_Lexiaoyingxi2_Tex,Desc150111_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
