编号,"表现类型（1,对话;2,信件;3,图片）",NPCID(对话头像填路径/邮件头像直接填ID),事件图片名,事件特效类型(0无1火2雨3群殴),事件触发Icon,音效路径,音效延时,事件描述(对话框内容/事件描述),"触发的表现(对应本表ID列,用于下一步的表现,0为事件结束)",选项1内容,选项2内容,选项3内容
123011,1,npc/icon/npc8,null,0,icon_event31_tex,null,0,董白：\n哼，没想到外出游玩竟然遇到了你！算了算了，本小姐今天心情好，你陪我玩儿一会吧！,123012,null,null,null
123012,3,0,Event04_Tex,0,icon_event31_tex,null,0,你被迫陪着董白玩了一整天搭积木，泪流满面……,123013,null,null,null
123013,3,0,Event02_Tex,0,icon_event31_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
124011,1,npc/icon/npc1001,null,0,icon_event11_tex,null,0,徐晃：\n哈哈哈哈！故友故友！好久不见！走！喝一杯！！,124012,null,null,null
124012,3,0,Event04_Tex,0,icon_event11_tex,null,0,你和徐晃一起走进了酒馆。,124013,null,null,null
124013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
125011,1,npc/icon/npc1009,null,0,icon_event31_tex,null,0,周泰：\n难得偶遇故友，可惜我有要事在身，下次再聚！告辞！,125012,null,null,null
125012,3,0,Event04_Tex,0,icon_event31_tex,null,0,你与周泰告别，互相踏上了征程。,125013,null,null,null
125013,3,0,Event02_Tex,0,icon_event31_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
126011,1,npc/icon/npc1014,null,0,icon_event41_tex,null,0,田丰：\n今日相遇，真是有缘。将军近来颇受器重，不日便可扬名立万了！真是恭喜啊！只可惜……我……唉……,126012,null,null,null
126012,3,0,Event04_Tex,0,icon_event41_tex,null,0,你安慰地拍了拍田丰的肩膀，一切尽在不言中。,126013,null,null,null
126013,3,0,Event02_Tex,0,icon_event41_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
127011,1,npc/icon/npc94,null,0,icon_event01_tex,null,0,魏延：\n……你好，好久不见。……告辞。,127012,null,null,null
127012,3,0,Event04_Tex,0,icon_event01_tex,null,0,虽然是故友，但是你们之间毫无话题，打了声招呼就各奔东西了。,127013,null,null,null
127013,3,0,Event02_Tex,0,icon_event01_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
128011,1,npc/icon/npc129,null,0,icon_event11_tex,null,0,曹丕：\n将军别来无恙，自从上次一别甚是想念。只是子桓尚有要事在身，今日无法与将军叙旧，真是遗憾。将军，来日再会！子桓告辞。,128012,null,null,null
128012,3,0,Event04_Tex,0,icon_event11_tex,null,0,曹丕礼貌性地向你打了个招呼，接着便离开了。,128013,null,null,null
128013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
129011,1,npc/icon/npc95,null,0,icon_event31_tex,null,0,姜维：\n将军！竟然在这里遇到你！真是太巧了！伯约受命来此地办事！将军也是来此地办事的吗？,0,是啊，我也是受了主公之命来此地。,不，只是云游至此。,null
129021,1,npc/icon/npc95,null,0,icon_event31_tex,null,0,姜维：\n既然这样，那不打扰将军了，告辞！,129022,null,null,null
129022,3,0,Event04_Tex,0,icon_event31_tex,null,0,姜维看上去精神很好，希望下次再相遇的时候，能够叙旧一番。,129023,null,null,null
129023,3,0,Event02_Tex,0,icon_event31_tex,null,0,您在本区域的声望增长了35点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
129031,1,npc/icon/npc95,null,0,icon_event31_tex,null,0,姜维：\n哈哈，将军真是好兴致，那伯约先行告辞了！再会！,129032,null,null,null
129032,3,0,Event04_Tex,0,icon_event31_tex,null,0,姜维看上去精神很好，希望下次再相遇的时候，能够叙旧一番。,129033,null,null,null
129033,3,0,Event02_Tex,0,icon_event31_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
130011,1,npc/icon/npc1001,null,0,icon_event11_tex,null,0,黄盖：\n哈哈哈哈！正巧我要去喝一杯！遇见你正好多一个伴儿了！走！,130012,null,null,null
130012,3,0,Event04_Tex,0,icon_event11_tex,null,0,你和黄盖一起走进了酒馆，周围的人投来了奇怪的目光。,130013,null,null,null
130013,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
131011,1,npc/icon/npc1022,null,0,icon_event01_tex,null,0,韩当：\n将军，别来无恙，既然今日相会，不如与韩某切磋一番箭术如何？,131012,null,null,null
131012,3,0,Event04_Tex,0,icon_event01_tex,null,0,你和韩当一起切磋箭术，这小子近来大有长进啊。,131013,null,null,null
131013,3,0,Event02_Tex,0,icon_event01_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
132011,1,npc/icon/npc1004,null,2,icon_event11_tex,null,0,华佗：\n将军多日操劳，我行医路过此地，不如为将军把个脉如何？,0,好吧，有劳大夫了。,不必了，我身强体壮得很！,null
132021,1,npc/icon/npc1004,null,2,icon_event11_tex,null,0,华佗：\n将军身体健康，只要多注意休息，必可早睡早起！,132025,null,null,null
132025,3,0,Event02_Tex,2,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
132022,1,npc/icon/npc1004,null,2,icon_event11_tex,null,0,华佗：\n将军这是喜脉啊！！恭喜将军！……唉唉！,132023,null,null,null
132023,1,npc/icon/npc1004,null,2,icon_event11_tex,null,0,华佗：\n将军你怎么突然怒了！！救命啊！救命！！！,132024,null,null,null
132024,3,0,Event02_Tex,2,icon_event11_tex,null,0,当日，华佗，卒。,0,null,null,null
132031,1,npc/icon/npc1004,null,2,icon_event11_tex,null,0,华佗：\n那好吧，我这有一些药草，平时复用可缓解疲乏之症，请将军收好。,132032,null,null,null
132032,3,0,Event02_Tex,2,icon_event11_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
133011,1,npc/icon/npc134,null,2,icon_event41_tex,null,0,云游的道士：\n这位将军，我看你印堂发黑，似乎有大事将要发生，不如让本道为你算上一卦？,0,有劳道长了！,不必了。,null
133021,1,npc/icon/npc134,null,2,icon_event41_tex,null,0,云游的道士：\n将军这是福相啊！本道算出，7日内将军必有好事降临！！也许在天运招募里会有意外的收获哦！,133024,null,null,null
133024,3,0,Event02_Tex,2,icon_event41_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
133022,1,npc/icon/npc134,null,2,icon_event41_tex,null,0,云游的道士：\n？！将、将军，本道突然有急事，先告辞了！,133023,null,null,null
133023,3,0,Event05_Tex,2,icon_event41_tex,null,0,道士突然神色慌张地离开了，难道是算到了什么不得了的大事？算了算了，我还是继续远行吧……,0,null,null,null
133031,3,0,Event02_Tex,2,icon_event41_tex,null,0,奇怪的道士什么的，我才不信呢！！！,133032,null,null,null
133032,3,0,Event02_Tex,2,icon_event41_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
134011,2,0,null,2,icon_event01_tex,null,0,亲爱的主公：\n\n离开主公已经有好几分钟了，也许是好几个小时……总之，我非常思念主公，也非 常想念家人，希望我可以圆满完成这次派遣任务，早日回到主公的身边！ ,134012,null,null,null
134012,3,0,Event02_Tex,2,icon_event01_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
135011,3,0,Event04_Tex,0,icon_event41_tex,null,0,乡亲们看到主公这么早就派武将出来巡查，非常感动，塞给大伙儿好多包子，大家不愁饿肚子上班了。主公早上吃了些啥呀？,135012,null,null,null
135012,3,0,Event02_Tex,0,icon_event41_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
136011,3,0,Event04_Tex,0,icon_event11_tex,null,0,生活在山里的余大伯连夜给将士们送来了亲自养的山鸡，今儿个中午可以加餐了！主公也别忘了吃午饭啊！,136012,null,null,null
136012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
137011,3,0,Event04_Tex,0,icon_event01_tex,null,0,今天的派遣任务就要结束了，虽然将士们劳累了一天，但是为了主公，这些都是值得的！主公，等我们回来给您上奏好消息吧！,137012,null,null,null
137012,3,0,Event02_Tex,0,icon_event01_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
138011,3,0,Event02_Tex,2,icon_event11_tex,null,0,主公，我现在远游到这个地方，看到的一切都很新奇。在感叹这片大好河山的同时，也时刻不忘主公交给的任务。希望我可以尽快帮助主公统一天下！我会努力的！,138012,null,null,null
138012,3,0,Event02_Tex,2,icon_event11_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
139011,3,0,Event02_Tex,0,icon_event41_tex,null,0,运气好起来真是挡都挡不住，居然在郊外发现了一大箱财宝！莫非是因为我长得太帅？？？,0,交给主公扩充军备！,总之先收着吧……,null
139021,3,0,Event06_Tex,0,icon_event41_tex,null,0,这批军备被顺利送往了荆州城，天子亲军的军备库得到了扩充。,139022,null,null,null
139022,3,0,Event02_Tex,0,icon_event41_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
139031,3,0,Event05_Tex,0,icon_event41_tex,null,0,你收起了这批宝藏，心里还有点小激动呢。,139032,null,null,null
139032,3,0,Event02_Tex,0,icon_event41_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
140011,3,0,Event05_Tex,1,icon_event31_tex,null,0,"荆州地区周边发生了人为纵火事件，我军将士及时参与救火,赢得了人民的爱戴！",140012,null,null,null
140012,3,0,Event02_Tex,1,icon_event31_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
141011,3,0,Event05_Tex,1,icon_event31_tex,null,0,新野地区周边发生了人为纵火事件，我军将士及时参与救火，赢得了人民的爱戴！,141012,null,null,null
141012,3,0,Event02_Tex,1,icon_event31_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
142011,3,0,Event05_Tex,1,icon_event31_tex,null,0,长安地区周边发生了人为纵火事件，我军将士及时参与救火，赢得了人民的爱戴！,142012,null,null,null
142012,3,0,Event02_Tex,1,icon_event31_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
143011,3,0,Event05_Tex,1,icon_event31_tex,null,0,洛阳地区周边发生了人为纵火事件，我军将士及时参与救火，并且和民众一起痛扁了凶手一顿，真是大快人心！！,143012,null,null,null
143012,3,0,Event02_Tex,1,icon_event31_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
144011,3,0,Event04_Tex,0,icon_event41_tex,null,0,天气渐凉，村民们心疼外出巡游的将士们，纷纷送来了外套，暖炉等，将士们非常感动。,144012,null,null,null
144012,3,0,Event02_Tex,0,icon_event41_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
145011,3,0,Event04_Tex,0,icon_event11_tex,null,0,村民们担心将士们独自巡游赶到孤单，自告奋勇给大家讲笑话，将士们非常高兴。,145012,null,null,null
145012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
146011,3,0,Event04_Tex,0,icon_event11_tex,null,0,村民伍大林为了感谢主公的辛劳，给大家伙儿带来了自家做的灌香肠，将士们非常高兴。,146012,null,null,null
146012,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
147011,3,0,Event04_Tex,0,icon_event41_tex,null,0,在村长的带领下，牛家村实现了连续三个月蝉联荆州地区人均养牛数量第一的目标，牛家村村民非常高兴，给将士们送来了不少牛肉。,147012,null,null,null
147012,3,0,Event02_Tex,0,icon_event41_tex,null,0,您在本区域的声望增长了20点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
701011,3,0,Event06_Tex,0,icon_event11_tex,null,0,中原地区百姓反映，近来多次遭到南蛮的侵扰，生活苦不堪言。,701012,null,null,null
701012,1,npc/icon/npc3001,null,0,icon_event11_tex,null,0,百姓：\n大人啊，我们家大母猪一年才生两头小猪，昨天蛮子一来就把刚生的小猪全抢走了，没有小猪我们快活不下去了……,0,跟这群蛮子拼了！,我得写封信给主公想想办法！,null
701021,1,npc/icon/npc82,null,0,icon_event11_tex,null,0,孟获：\n哈哈哈哈哈，你们中原人士身板太弱，根本经不起打嘛！哈哈哈哈！！,701022,null,null,null
701022,3,0,Event02_Tex,0,icon_event11_tex,null,0,虽然完败给了蛮子们，但是你还是获得了百姓的同情。不过，下次还是想个更好的办法吧……,701023,null,null,null
701023,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了35点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
701031,2,0,null,0,icon_event11_tex,null,0,亲爱的主公：\n\n蛮子近来各种嚣张，可恶的是他们人多势众，我们只能想想其他办法了。也许您派一个机智的军师来，会有办法治他。,701032,null,null,null
701032,3,0,Event02_Tex,0,icon_event11_tex,null,0,您在本区域的声望增长了30点！\n\n※使用声望可在国库中兑换武将专属战器碎片。,0,null,null,null
