卡牌id,姓名,索引（不超过511）,不在图鉴显示,稀有程度(0普通2觉醒印3堕天印4富商卡6节日卡7不显示分解提示的材料卡),是否稀有卡,国家 1：魏|2：蜀|3：吴|4：群,品质,品质子类型(eg钻石：1觉醒、2堕天、3第三系、4第四系）,分解索引,兵种 0:枪|1:弓|2:骑,风格 1:勇将|2:将军|3:智将|4:策士|5:强袭勇将|6:统帅将军|7:鬼才智将|8:天命策士,卡片类型(1普通2富商3材料卡(例:天命卡)),可用战器,性别,技能ID,普卡技能,真卡技能,鬼卡技能,神卡技能,被动技能1(-1无效),被动技能2,被动技能3,好友普卡技能,好友真卡技能,好友鬼卡技能,好友神卡技能,武力,智力,兵力,部队互斥ID,联协名称1,联协武将1(-1无效),联协加成1,联协名称2,联协武将2,联协加成2,联协名称3,联协武将3,联协加成3,联协名称4,联协武将4,联协加成4,联协名称5,联协武将5,联协加成5,联协名称6,联协武将6,联协加成6,父卡ID,材料卡ID,第三系升星材料数量,父卡进阶,父卡等级,小图片atlas,小图片sprite,大图片,卡片特效(0无特效1扫光2扰动),技能语音,死亡语音,介绍
id,strName,nIndex,nOnlyAvatar,nUncommon,nRare,nCountry,nQuality,nSubQuality,nDecIndex,nMiliType,nStyle,nType,arrWeaponType,nGender,nSkill,nNormalSkill,nRealSkill,nGhostSkill,nGodSkill,nPassiveSkill1,nPassiveSkill2,nPassiveSkill3,nFriendNormalSkill,nFriendRealSkill,nFriendGhostSkill,nFriendGodSkill,fForce,fIntelligence,fTroops,nTroopID,strCoopName1,nCoopID1,fCoopBonus1,strCoopName2,nCoopID2,fCoopBonus2,strCoopName3,nCoopID3,fCoopBonus3,strCoopName4,nCoopID4,fCoopBonus4,strCoopName5,nCoopID5,fCoopBonus5,strCoopName6,nCoopID6,fCoopBonus6,nParentID,nMaterialID,nAdvResAmt,nParentLimStage,nParentLimLevel,strAtlas,strSprite,strCard,nEffect,strSkillVoice,strDeathVoice,strDesc
int,string,int,int,int,int,int,int,int,int,int,int,int,int[6],int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,int,int,int,int,int,string,string,string,int,string,string,string
192,孙韶,192,0,0,0,3,1,0,1,2,2,1,0|2|0|0|5|0,1,11921,11921,11922,11923,11924,-1,-1,-1,52111,52112,52113,52114,31,35,55,192,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2028,card2028,0,warrior/3S_02,warrior/3D_04,伯父是孙河。本姓俞，孙策时被赐姓孙，列于吴的宗室。孙河被杀后，孙韶继承了孙河的军队，后来成为将军，镇守吴国都城。
193,朱然,193,0,0,0,3,1,0,1,1,1,1,1|0|0|4|0|0,1,11931,11931,11932,11933,11934,-1,-1,-1,51211,51212,51213,51214,39,31,46,193,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2028,card2028,0,warrior/6S_03,warrior/6D_02,吴国名将，原姓施，朱治的养子。猇亭之战与陆逊合力大破刘备
194,霍峻,194,0,0,0,2,1,0,1,0,2,1,0|2|3|0|0|0,1,11941,11941,11942,11943,11944,-1,-1,-1,52311,52312,52313,52314,51,27,37,194,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2019,card2019,0,warrior/1S_01,warrior/1D_03n,霍峻原属刘表，刘表死后投奔刘备。刘备伐蜀其间霍峻孤军镇守葭萌城，用百余兵防守一年有余。
195,吕伯奢,195,0,0,0,4,1,0,1,2,4,1,1|2|0|0|0|0,1,41951,41951,41952,41953,41954,-1,-1,-1,54411,54412,54413,54414,25,41,45,195,贤侄,1,0.25,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,0,warrior/2S_01,warrior/2D_01,曹操父亲的结拜兄弟，曹操逃亡时，收容了曹操，杀猪给曹操吃时，曹操以为磨刀是要杀自己，所以屠杀了吕伯奢全家十几口。说出了，宁我负人，毋人负我的名言。
196,李傕,196,0,0,0,4,3,0,3,2,1,1,1|0|3|0|0|0,1,21961,21961,21962,21963,21964,408,-1,-1,51311,51312,51313,51314,82,64,79,196,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard196,card196,0,warrior/4S_05,warrior/4D_03,本为董卓部将，于董卓死后听谋士贾诩之策攻入当时的都城长安（今陕西西安），掌控朝中大权。此后李傕与同僚郭汜反目，自相残杀，曹操趁机奉迎献帝前往许县（今许昌）。
197,郭汜,197,0,0,0,4,2,0,2,2,1,1,1|2|0|0|0|0,1,21971,21971,21972,21973,21974,-1,-1,-1,51411,51412,51413,51414,71,34,65,197,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2015,card2015,0,warrior/6S_04,warrior/6D_03n,又名郭多，凉州张掖（治今甘肃张掖西北）人，东汉将领。原为董卓的部下。董卓被杀后，郭汜归无所依，于是采用贾诩之谋，伙同李傕、张济、樊稠等原董卓部曲将攻向长安，击败吕布，杀死王允等人，占领长安，把持朝廷大权。几年后，郭汜被部将伍习杀死。
198,少年关羽,198,0,0,0,2,3,0,3,0,1,1,1|0|3|0|0|0,1,21981,21981,21982,21983,21984,1108,-1,-1,51421,51422,51423,51424,88,65,83,198,追随者,98,0.15,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1001,card1001,0,warrior/2S,warrior/2D,关羽在没有遇到刘备之前，以给人看家护院为业。少年的他已经身材高大，相貌雄伟。英雄之气如祥云笼罩，让人敬畏三分。
199,少年吕布,199,0,0,0,4,3,0,3,2,1,1,1|0|3|0|0|0,1,11991,11991,11992,11993,11994,1108,-1,-1,56111,56112,56113,56114,94,56,86,199,义父,21,0.25,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1002,card1002,0,warrior/19S,warrior/19D,吕布天生神力，少年时代和伙伴摔跤玩耍从未有敌手，甚至以一敌十也能轻松取胜，年纪轻轻已经是名震一方的俊杰英雄。虽然年轻缺少指挥经验，但是在战斗时的霸者气场让人不寒而栗。
200,少年周瑜,200,0,0,0,3,3,0,3,1,4,1,1|0|0|4|0|0,1,42001,42001,42002,42003,42004,708,-1,-1,52211,52212,52213,52214,76,87,73,200,并肩辅佐,32,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1003,card1003,0,warrior/12S,warrior/10D,美周郎少年时更是美艳非凡，和高帅富孙策从小玩到一起。两个人所到之处少女粉丝纷纷尾随围观，甚至到了要动用卫队驱逐的程度。少年的他已经天文地理琴棋书画无所不通，经天纬地之才华逼人目眩。
201,少年张辽,201,0,0,0,1,3,0,3,2,1,1,1|0|3|0|0|0,1,12011,12011,12012,12013,12014,1008,-1,-1,51221,51222,51223,51224,84,67,85,201,五子良将,38,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1004,card1004,0,warrior/8S,warrior/8D,张辽少年时代并不起眼，和吕布同为西凉人但是名气远不如吕布。但是张辽有着和年龄不相符的老成，张辽自幼熟读兵法，虽然性格内敛不显山露水。但是英雄毕竟是英雄，十几岁的张辽竟然指挥自己的伙伴打退了来犯的山贼。军事天赋已经显现。
202,少年赵云,202,0,0,0,2,3,0,3,0,1,1,0|2|3|0|0|0,1,12021,12021,12022,12023,12024,1008,-1,-1,56211,56212,56213,56214,83,71,82,202,主公,63,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard1005,card1005,0,warrior/4S,warrior/4D,完美将军赵云，在少年时代就追随于公孙瓒，少年的赵云还不是领兵打仗的将军，而是公孙瓒的贴身护卫。一次公孙瓒遭遇刺杀，少年赵云竟然靠一挺长枪挑翻三名刺客，保全公孙瓒全身而退。
203,蔡文姬,203,0,0,0,4,4,0,4,1,3,1,0|0|0|4|5|0,2,22031,22031,22032,22033,22034,608,1008,-1,55811,55812,55813,55814,75,93,87,203,心仪的知己,1,0.25,才德的延续,77,0.25,亲子的期盼,54,0.15,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard203,card203,0,warrior/203S,warrior/203D,蔡邕的女儿，年轻时远嫁匈奴，写了很多哀怨的诗歌，后来曹操把她从匈奴赎回，嫁给董祀。据说是曹操最心仪的女人。
204,步练师,204,0,0,0,3,4,0,4,1,4,1,0|0|0|4|5|0,2,32041,32041,32042,32043,32044,308,1909,-1,54111,54112,54113,54114,85,85,85,204,夫妻情深,6,0.25,主仆义重,20,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard204,card204,0,warrior/204S,warrior/204D,曾是孙尚香的侍女，后来嫁给了东吴大帝孙权为妃，因为长得美貌在孙权众夫人中最受宠爱。虽然没有被封为皇后，但在宫中一直享受皇后的待遇。
205,伏皇后,205,0,0,0,4,3,0,3,1,3,1,0|0|0|4|5|0,2,22051,22051,22052,22053,22054,508,-1,-1,54311,54312,54313,54314,62,77,86,205,同伴君侧,160,0.15,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard205,card205,0,warrior/8S_05,warrior/8D_05,伏完的女儿，汉献帝立为皇后。因为怨恨曹操杀了董承而和父亲谋害曹操，事迹败露之后被曹操杀害。
206,吕姬,206,0,0,0,4,4,0,4,1,1,1,0|2|0|4|0|0,2,12061,12061,12062,12063,12064,1108,-1,-1,51211,51212,51213,51214,93,70,95,206,至强老爸,19,0.25,霸气姐妹,44,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard206,card206,0,warrior/206S,warrior/206D,吕布二女儿，吕布曾想用她与袁耀和亲以获得袁术的援兵，为此，吕布亲自抱着女儿，想冲出重围，结果突围未遂。
207,黄月华,207,0,0,0,2,3,0,3,1,4,1,0|0|0|4|5|0,2,42071,42071,42072,42073,42074,108,708,-1,54111,54112,54113,54114,68,83,74,207,睿智姐妹,67,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard207,card207,0,warrior/7S_05,warrior/7D_06,黄月英的妹妹，和姐姐一样有才华，黄月英出嫁之后始终陪在父亲黄承彦身边终身未嫁，相传木牛流马的原始设计图就是出自她手。
208,辛宪英,208,0,0,0,1,3,0,3,1,3,1,0|2|0|4|0|0,2,12081,12081,12082,12083,12084,1008,-1,-1,51311,51312,51313,51314,71,82,72,208,长辈的训诫,54,0.15,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard208,card208,0,warrior/9S_06,warrior/9D_01,辛毗的女儿。虽然身为女儿却有着不输给男子的谋略，辛毗、辛敞、羊琇经常找她请教国家大事。同时也是一位懂得齐家育儿的贤惠女人。
209,张皇后,209,0,0,0,2,3,0,3,0,2,1,1|0|3|0|0|0,2,12091,12091,12092,12093,12094,408,-1,-1,51111,51112,51113,51114,84,51,93,209,姐姐的遗志,79,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard209,card209,0,warrior/7S_06,warrior/7D_02,张飞的二女儿，后主张皇后，在姐姐张星彩死后成为刘禅的第二任皇后，一生追随辅佐刘禅，毫无怨言。
210,富商,0,0,4,0,4,1,0,5,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,210,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,荆州城内的大富商，为了躲避战火四处奔走，身上携带了大量的卡魂。你不会以为他们是用来上阵战斗的吧？
211,富商,0,0,4,0,4,2,0,6,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,6,6,6,211,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,荆州城内的大富商，为了躲避战火四处奔走，身上携带了大量的卡魂。你不会以为他们是用来上阵战斗的吧？
212,富商,0,0,4,0,4,3,0,7,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,8,8,8,212,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,荆州城内的大富商，为了躲避战火四处奔走，身上携带了大量的卡魂。你不会以为他们是用来上阵战斗的吧？
213,富商,0,0,4,0,4,4,0,8,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,10,10,10,213,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,荆州城内的大富商，为了躲避战火四处奔走，身上携带了大量的卡魂。你不会以为他们是用来上阵战斗的吧？
214,张角,0,0,0,0,4,4,0,4,0,4,1,0|2|0|4|0|0,1,42141,42141,42141,42141,42141,708,-1,-1,54411,54412,54413,54414,89,120,150,214,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard28,card28,0,warrior/28S,warrior/28D,黄巾军的首领，和亲兄弟张宝张梁一起起义。以道士的形象出现，自称天公将军，大贤良师，为大平道总首领。宣扬“苍天已死，黄天当立”
215,张曼成,0,0,0,0,4,1,0,1,0,1,1,0|0|3|0|5|0,1,22151,22151,22151,22151,22151,-1,-1,-1,54411,54412,54413,54414,87,35,70,215,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2031,card2031,0,warrior/7S,warrior/7D,南阳黄巾渠帅。带着黄巾军没少闹腾，最后被南阳太守秦颉击曼成，斩之。
216,黄巾骑兵,0,0,0,0,4,1,0,1,2,1,1,1|2|3|4|5|0,1,22151,22151,22151,22151,22151,-1,-1,-1,54411,54412,54413,54414,73,50,45,216,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2029,card2029,0,warrior/7S_06,warrior/19D,黄巾枪兵
217,黄巾骑兵,0,0,0,0,4,1,0,1,2,1,1,1|2|3|4|5|0,1,22151,22151,22151,22151,22151,-1,-1,-1,54411,54412,54413,54414,73,50,45,217,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2029,card2029,0,warrior/7S_06,warrior/36D,黄巾枪兵
218,黄巾弓兵,0,0,0,0,4,1,0,1,1,1,1,1|2|3|4|5|0,1,22151,22151,22151,22151,22151,-1,-1,-1,54411,54412,54413,54414,72,50,50,218,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2010,card2010,0,warrior/7S_06,warrior/7D_02,黄巾弓兵
219,何进,0,0,0,0,4,1,0,1,2,2,1,1|2|0|0|0|0,1,12201,12201,12201,12201,12201,-1,-1,-1,54411,54412,54413,54414,91,60,160,219,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2009,card2009,0,warrior/13S,warrior/13D,因为妹妹做了皇后而当上大将军的人，原来是一个屠夫，出身低微。为了消灭宦官当权的乱象，招了董卓带兵进京，最后遭宦官杀害。
220,宫廷侍卫,0,0,0,0,4,1,0,1,1,2,1,1|2|3|4|5|0,1,32181,32181,32181,32181,32181,-1,-1,-1,54411,54412,54413,54414,75,80,50,220,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2030,card2030,0,warrior/45S,warrior/72D,因为妹妹做了皇后而当上大将军的人，原来是一个屠夫，出身低微。为了消灭宦官当权的乱象，招了董卓带兵进京，最后遭宦官杀害。
221,宫廷侍卫,0,0,0,0,4,1,0,1,1,2,1,1|2|3|4|5|0,1,12201,12201,12201,12201,12201,-1,-1,-1,54411,54412,54413,54414,75,80,50,221,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2030,card2030,0,warrior/45S,warrior/75D,因为妹妹做了皇后而当上大将军的人，原来是一个屠夫，出身低微。为了消灭宦官当权的乱象，招了董卓带兵进京，最后遭宦官杀害。
222,宫廷护卫,0,0,0,0,4,1,0,1,2,2,1,1|2|3|4|5|0,1,12201,12201,12201,12201,12201,-1,-1,-1,54411,54412,54413,54414,86,20,60,222,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,0,warrior/45S,warrior/45D,因为妹妹做了皇后而当上大将军的人，原来是一个屠夫，出身低微。为了消灭宦官当权的乱象，招了董卓带兵进京，最后遭宦官杀害。
223,宫廷护卫,0,0,0,0,4,1,0,1,2,2,1,1|2|3|4|5|0,1,12201,12201,12201,12201,12201,-1,-1,-1,54411,54412,54413,54414,86,20,60,223,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,0,warrior/45S,warrior/47D,因为妹妹做了皇后而当上大将军的人，原来是一个屠夫，出身低微。为了消灭宦官当权的乱象，招了董卓带兵进京，最后遭宦官杀害。
224,奇小虎,487,1,0,0,4,3,0,3,2,3,1,0|0|0|4|5|0,2,32241,32241,32242,32243,32244,608,-1,-1,54221,54222,54223,54224,89,73,81,224,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard5001,card5001,0,warrior/8S_03,warrior/8D_02,云游四海的神秘少女，能使用神奇的法术祛病疗伤。没有人知道她的来历，依稀有人传言，小虎是当年左慈门下弟子，抚养长大并教授仙术之后令她出山，救治世人。
225,九女王,488,1,0,0,4,3,0,3,0,2,1,0|0|0|4|5|0,2,42251,42251,42252,42253,42254,708,-1,-1,52421,52422,52423,52424,75,81,87,225,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard5002,card5002,0,warrior/9S_02,warrior/9D_02,出身将门的大小姐，精通兵法韬略，又略懂五行术数，小小年纪便驰骋沙场，一骑当千。所以，最好不要因为她机灵可爱的萝莉外表，而忘了她的名字是：女王。
226,曹操,489,1,0,0,1,4,0,4,2,2,1,1|2|0|0|0|0,1,10011,10011,10012,10013,10014,1208,508,608,55111,55112,55113,55114,92,96,100,226,贴身护卫,15,0.25,痛惜奉孝,25,0.25,爱将武神,2,0.25,铜雀春深,46,0.25,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard6001,card6001,0,warrior/1S,warrior/1D,乱世奸雄，三国最佳CEO，文武双全，本游戏综合属性第一高。深爱关羽赵云等名将却没有得到。一生戎马建立魏国却担心口碑不敢称帝，其子曹丕称帝后，追尊其为魏武帝。
227,关羽,490,1,0,0,2,4,0,4,0,1,1,1|0|3|0|0|0,1,20021,20021,20022,20023,20024,1108,1208,-1,56111,56112,56113,56114,98,85,93,227,真龙吾兄,18,0.25,并世双雄,22,0.25,华容之恩,1,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard6002,card6002,0,warrior/2S,warrior/2D,三国第一名将，五虎上将之首，三国三绝之“义绝”。民间尊为关公，又称为武圣，和文圣孔子齐名。牛到极点已经无需形容。
228,诸葛亮,491,1,0,0,2,4,0,4,1,4,1,0|0|0|4|5|0,1,40031,40031,40032,40033,40034,708,508,1208,56411,56412,56413,56414,75,100,99,228,一生宿敌,5,0.25,瑜亮无双,10,0.25,衣钵传人,30,0.2,睿智贤妻,67,0.25,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard6003,card6003,0,warrior/3S,warrior/3D,蜀国丞相，民众心中三国最高智慧的象征，发明了诸葛弩和木牛流马等高科技产物，还曾登坛作法借东风观天象断生死。和庞统并称卧龙凤雏。
229,小乔,483,1,0,0,3,4,0,4,1,3,1,0|0|0|4|5|0,2,10461,10461,10462,10463,10464,608,-1,-1,53121,53122,53123,53124,62,88,90,229,周郎至爱,10,0.25,江东双乔,74,0.25,姐夫威武,11,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard6004,card6004,0,warrior/46S,warrior/46D,桥公的次女，东吴名将周瑜的妻子，传说与其姊大乔均为绝世美女。孙策与周瑜同年，都是少年英雄，大乔与小乔这对姊妹花同是江东国色，周瑜纳小乔，孙策纳大乔，雄姿英发的天下豪杰，得与乱世佳人相结合，真是完美。
230,玖妖,492,1,0,0,4,3,0,3,2,3,1,0|0|0|4|5|0,2,32301,32301,32302,32303,32304,608,-1,-1,54111,54112,54113,54114,89,73,81,230,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard5003,card5003,0,warrior/7S_04,warrior/7D_03,汉室王爷之女，出生于乱世，心怀天下的公主。每当朝中将相出征平乱之时，她会默默地在后方祈祷，以她的方式，祈求治世的到来。
231,豆小婉,493,1,0,0,2,3,0,3,1,1,1,0|0|0|4|5|0,2,12311,12311,12312,12313,12314,308,1108,-1,51311,51312,51313,51314,88,83,72,231,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard5004,card5004,0,warrior/7S_03,warrior/7D_02,曾是金枝玉叶的大小姐，机缘巧合之下被黄忠收养为义孙，并且在祖父的培养下继承了百步穿杨的弓术。从此小婉跟随黄忠四处征伐，为匡扶汉室而战。
232,卡片富商,0,0,0,0,4,1,0,1,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,232,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,小子，我看你骨骼清奇，这枚银币就送你了，拿去钻石抽卡吧。
233,卡片富商,0,0,0,0,4,2,0,3,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,6,6,6,233,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,小子，我看你骨骼清奇，这三枚银币就送你了，拿去钻石抽卡吧。
234,卡片富商,0,0,0,0,4,3,0,5,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,8,8,8,234,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,小子，我看你骨骼清奇，这十枚银币就送你了，拿去钻石抽卡吧。
235,卡片富商,0,0,0,0,4,4,0,7,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,10,10,10,235,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,小子，我看你骨骼清奇，这五十枚银币就送你了，拿去钻石抽卡吧。
236,精品富商,0,0,0,0,4,1,0,1,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,236,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,小子，我看你骨骼清奇，这枚金币就送你了，拿去国家精选抽卡吧。
237,精品富商,0,0,0,0,4,2,0,3,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,6,6,6,237,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,小子，我看你骨骼清奇，这三枚金币就送你了，拿去国家精选抽卡吧。
238,精品富商,0,0,0,0,4,3,0,5,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,8,8,8,238,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,小子，我看你骨骼清奇，这十枚金币就送你了，拿去国家精选抽卡吧。
239,精品富商,0,0,0,0,4,4,0,7,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,10,10,10,239,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard3001,card3001,0,warrior/0001,warrior/0001,小子，我看你骨骼清奇，这五十枚金币就送你了，拿去国家精选抽卡吧。
