序号|战法(ID要小于10000),邮件类型,文本索引,文本标题,文本内容,发送者,附件类型,附件数量
155,1,155,飞扬战火助战喝彩,尊敬的主公：\n感谢您参加【飞扬战火助战喝彩】活动，活动期间您累计购买钻石达到1000，获得获得金币*2，挑战次数*5，请点击附件进行领取~,活动系统,155,2
156,1,156,首充大礼等你拿,感谢参加【首充大礼等你拿】活动，请查收赠送的金卡文丑一张及60军令！,活动系统,156,2
157,1,157,登录1日礼包,尊敬的主公：\n感谢您参加【天天登录好礼相送】活动，活动期间您累计登录1天，获得军令*40请点击附件进行领取~,活动系统,157,1
158,1,158,登录2日礼包,尊敬的主公：\n感谢您参加【天天登录好礼相送】活动，活动期间您累计登录2天，获得卡魂*100000请点击附件进行领取~,活动系统,158,1
159,1,159,登录3日礼包,尊敬的主公：\n感谢您参加【天天登录好礼相送】活动，活动期间您累计登录3天，获得银币*2请点击附件进行领取~,活动系统,159,1
160,1,160,登录5日礼包,尊敬的主公：\n感谢您参加【天天登录好礼相送】活动，活动期间您累计登录5天，获得传承券*10，请点击附件进行领取~,活动系统,160,1
161,1,161,登录7日礼包,尊敬的主公：\n感谢您参加【天天登录好礼相送】活动，活动期间您累计登录7天，获得印玉*30，请点击附件进行领取~,活动系统,161,1
162,1,162,消费礼包,尊敬的主公：\n感谢您参加【惊喜再现耗尽甘来】活动，活动期间您累计消费钻石达到1000，获得卡魂*200000，请点击附件进行领取~,活动系统,162,1
163,1,163,消费礼包,尊敬的主公：\n感谢您参加【惊喜再现耗尽甘来】活动，活动期间您累计消费3000钻石，获得挑战次数*10，请点击附件进行领取~,活动系统,163,1
164,1,164,消费礼包,尊敬的主公：\n感谢您参加【惊喜再现耗尽甘来】活动，活动期间您累计消费5000钻石，获得金币*10，请点击附件进行领取~,活动系统,164,1
165,1,165,50元回馈,尊敬的主公：\n感谢您参加【流连忘返的回馈】活动，活动期间您累计充值达50元，获得银币*3，请点击附件进行领取~,活动系统,165,1
166,1,166,100元回馈,尊敬的主公：\n感谢您参加【流连忘返的回馈】活动，活动期间您累计充值达100元，获得金币*3，请点击附件进行领取~,活动系统,166,1
167,1,167,300元回馈,尊敬的主公：\n感谢您参加【流连忘返的回馈】活动，活动期间您累计充值达300元，获得挑战次数*15，请点击附件进行领取~,活动系统,167,1
168,1,168,600元回馈,尊敬的主公：\n感谢您参加【流连忘返的回馈】活动，活动期间您累计充值达600元，获得转盘券*10，传承券*20，请点击附件进行领取~,活动系统,168,2
169,1,169,1000元礼包,尊敬的主公：\n感谢您参加【惊喜盛夏啪啪有你】活动，活动期间您累计充值达1000元，获得金币*10，印玉*100，请点击附件进行领取~,活动系统,169,2
170,1,170,2000元礼包,尊敬的主公：\n感谢您参加【惊喜盛夏啪啪有你】活动，活动期间您累计充值达2000元，获得青龙石*20，印玉*200，请点击附件进行领取~,活动系统,170,2
171,1,171,3000元礼包,尊敬的主公：\n感谢您参加【惊喜盛夏啪啪有你】活动，活动期间您累计充值达3000元，获得转盘券*20，挑战次数*30，请点击附件进行领取~,活动系统,171,2
172,1,172,凤凰涅槃“嘟嘟”重生,尊敬的主公：\n感谢您参加【凤凰涅槃“嘟嘟”重生】活动，活动期间您累计购买石达到58880，获得涅槃礼包，请点击附件进行领取~,活动系统,172,3
173,1,173,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第1名，获得排名奖励：觉醒印和堕天印，印玉，金币10枚，漆盘券20张，请查收附件领取~,竞技场系统,173,5
174,1,174,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第2-3名，获得排名奖励：觉醒印和堕天印，印玉，金币10枚，漆盘券20张，请查收附件领取~,竞技场系统,174,5
175,1,175,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第4-10名，获得排名奖励：随机觉醒印或堕天印，印玉，金币10枚，漆盘券20张，请查收附件领取~,竞技场系统,175,4
176,1,176,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第4-10名，获得排名奖励：随机觉醒印或堕天印，印玉，金币10枚，漆盘券20张，请查收附件领取~,竞技场系统,176,4
177,1,177,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第11-20名，获得排名奖励：金币10枚，漆盘券15张，请查收附件领取~,竞技场系统,177,2
178,1,178,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第21-50名，获得排名奖励：金币8枚，漆盘券10张，请查收附件领取~,竞技场系统,178,2
179,1,179,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第51-100名，获得排名奖励：金币5枚，漆盘券5张，请查收附件领取~,竞技场系统,179,2
180,1,180,月度充值大酬宾,活动期间，您累计充值50000钻石，获得钻石*5000,活动系统,180,1
181,1,181,月度充值大酬宾,活动期间，您累计充值100000钻石，获得钻石*10000,活动系统,181,1
182,1,182,月度充值大酬宾,活动期间，您累计充值200000钻石，获得钻石*25000,活动系统,182,1
183,1,183,月度充值大酬宾,活动期间，您累计充值50000钻石，获得钻石*5000,活动系统,183,1
184,1,184,月度充值大酬宾,活动期间，您累计充值100000钻石，获得钻石*10000,活动系统,184,1
185,1,185,月度充值大酬宾,活动期间，您累计充值200000钻石，获得钻石*25000,活动系统,185,1
186,1,186,少年武将也贪玩儿,尊敬的主公：\n感谢您参加【少年武将也贪玩儿】活动，活动期间，您累计登陆1天，获得武将少年张辽，请点击附件进行领取~,活动系统,186,1
187,1,187,少年武将也贪玩儿,尊敬的主公：\n感谢您参加【少年武将也贪玩儿】活动，活动期间，您累计登陆2天，获得武将少年关羽，请点击附件进行领取~,活动系统,187,1
188,1,188,少年武将也贪玩儿,尊敬的主公：\n感谢您参加【少年武将也贪玩儿】活动，活动期间，您累计登陆3天，获得武将少年赵云，请点击附件进行领取~,活动系统,188,1
189,1,189,端午佳节好礼相送,尊敬的主公：\n感谢您参加【端午佳节好礼相送】活动，活动期间，您累计登陆1天，获得军令*40，印玉*20，请点击附件进行领取~,活动系统,189,2
190,1,190,群雄并起助战来袭,尊敬的主公：\n感谢您参加【群雄并起助战来袭】活动，活动期间，您累计消耗500钻石，获得金币*2，银币*1，请点击附件进行领取~,活动系统,190,2
191,1,191,群雄并起助战来袭,尊敬的主公：\n感谢您参加【群雄并起助战来袭】活动，活动期间，您累计消耗1000钻石，获得军令*20，印玉*50，请点击附件进行领取~,活动系统,191,2
192,1,192,群雄并起助战来袭,尊敬的主公：\n感谢您参加【群雄并起助战来袭】活动，活动期间，您累计消耗3000钻石，获得军令*40，传承券*50，请点击附件进行领取~,活动系统,192,2
193,1,193,群雄并起助战来袭,尊敬的主公：\n感谢您参加【群雄并起助战来袭】活动，活动期间，您累计消耗6000钻石，获得军令*40，转盘券*25，请点击附件进行领取~,活动系统,193,2
194,1,194,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第6章第1关，获得印玉*30，请点击附件进行领取~,活动系统,194,1
195,1,195,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第8章第12关，获得转盘券*4，请点击附件进行领取~,活动系统,195,1
196,1,196,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第10章第12关，获得银币*4，请点击附件进行领取~,活动系统,196,1
197,1,197,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第13章第12关，获得金币*3，请点击附件进行领取~,活动系统,197,1
198,1,198,登陆好礼资源连送,尊敬的主公：\n感谢您参加【登陆好礼资源连送】活动，活动期间，您累计登陆2天，获得印玉*20，请点击附件进行领取~,活动系统,198,1
199,1,199,登陆好礼资源连送,尊敬的主公：\n感谢您参加【登陆好礼资源连送】活动，活动期间，您累计登陆4天，获得银币*2，请点击附件进行领取~,活动系统,199,1
200,1,200,登陆好礼资源连送,尊敬的主公：\n感谢您参加【登陆好礼资源连送】活动，活动期间，您累计登陆5天，获得军令*40，请点击附件进行领取~,活动系统,200,1
201,1,201,登陆好礼资源连送,尊敬的主公：\n感谢您参加【登陆好礼资源连送】活动，活动期间，您累计登陆7天，获得金币*3，请点击附件进行领取~,活动系统,201,1
202,1,202,父爱如山,尊敬的主公：\n感谢您参加【父爱如山】活动，活动期间，您累计登陆1天，获得挑战次数*15，请点击附件进行领取~,活动系统,202,1
203,1,203,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第四章第1关，获得印玉*30，请点击附件进行领取~,活动系统,203,1
204,1,204,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第五章第12关，获得转盘券*4，请点击附件进行领取~,活动系统,204,1
205,1,205,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第七章第12关，获得银币*4，请点击附件进行领取~,活动系统,205,1
206,1,206,号角集结再战天下,尊敬的主公：\n感谢您参加【号角集结再战天下】活动，活动期间，您累计突破普通关卡第十章第1关，获得金币*3，请点击附件进行领取~,活动系统,206,1
207,1,207,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第1名，获得排名奖励：觉醒印和堕天印，印玉，金币10枚，漆盘券20张，请查收附件领取！女将貂蝉升星功能将在2.6版本更新时开启，敬请期待~,竞技场系统,207,5
208,1,208,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第2-5名，获得排名奖励：觉醒印和堕天印，印玉，金币10枚，漆盘券20张，请查收附件领取！女将貂蝉升星功能将在2.6版本更新时开启，敬请期待~,竞技场系统,208,5
209,1,209,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，印玉，金币10枚，漆盘券20张，请查收附件领取！女将貂蝉升星功能将在2.6版本更新时开启，敬请期待~,竞技场系统,209,4
210,1,210,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，印玉，金币10枚，漆盘券20张，请查收附件领取！女将貂蝉升星功能将在2.6版本更新时开启，敬请期待~,竞技场系统,210,4
211,1,211,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第11-20名，获得排名奖励：金币10枚，漆盘券15张，请查收附件领取~,竞技场系统,211,2
212,1,212,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第21-50名，获得排名奖励：金币8枚，漆盘券10张，请查收附件领取~,竞技场系统,212,2
213,1,213,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第51-100名，获得排名奖励：金币5枚，漆盘券5张，请查收附件领取~,竞技场系统,213,2
214,1,214,迎“新”装备乐享军令,尊敬的主公：\n感谢您参加【迎“新”装备乐享军令】活动，活动期间，您累计登陆1天，获得军令*60，请点击附件进行领取~,活动系统,214,1
215,1,215,迎“新”装备乐享军令,尊敬的主公：\n感谢您参加【迎“新”装备乐享军令】活动，活动期间，您累计登陆1天，获得军令*60，请点击附件进行领取~,活动系统,215,1
216,1,216,迎“新”装备乐享军令,尊敬的主公：\n感谢您参加【迎“新”装备乐享军令】活动，活动期间，您累计登陆1天，获得军令*60，请点击附件进行领取~,活动系统,216,1
217,1,217,迎“新”装备乐享军令,尊敬的主公：\n感谢您参加【迎“新”装备乐享军令】活动，活动期间，您累计登陆1天，获得军令*60，请点击附件进行领取~,活动系统,217,1
